benchmark,model_a,model_b,frs_a,frs_b,trace0_a,trace0_b,unfiltered_a,unfiltered_b,pass1_a,pass1_b,frs_winner,trace0_winner,unfiltered_winner,pass1_winner,frs_gap_pp,trace0_gap_pp,unfiltered_gap_pp,pass1_gap_pp,frs_reverses_trace0,frs_reverses_unfiltered,pass1_agrees_trace0,pass1_agrees_frs,lobo_frs_diff_pp,lobo_trace0_diff_pp,lobo_frs_agrees_frs_winner,lobo_frs_agrees_trace0_winner
GPQA,Qwen3-4B,LLaMA-3.1-8B,58.8,50.5,50.0,42.125,52.1875,51.9375,60.5,38.4,Qwen3-4B,Qwen3-4B,Qwen3-4B,Qwen3-4B,8.299999999999997,7.875,0.25,22.1,False,False,True,True,14.100000000000009,5.5249999999999915,True,True
GPQA,Qwen3-4B,Gemma-7B,58.8,30.9,50.0,35.5,52.1875,39.0625,60.5,24.8,Qwen3-4B,Qwen3-4B,Qwen3-4B,Qwen3-4B,27.9,14.5,13.125,35.7,False,False,True,True,54.42,24.9,True,True
GPQA,Phi-4,Qwen2.5-Math,48.4,54.6,39.875,53.37499999999999,52.6875,47.875,29.7,24.3,Qwen2.5-Math,Qwen2.5-Math,Phi-4,Phi-4,6.200000000000003,13.499999999999993,4.8125,5.399999999999999,False,True,False,False,1.7600000000000051,-11.974999999999994,False,False
GPQA,Phi-4,Phi-4-Reas.,48.4,62.3,39.875,42.125,52.6875,55.625,29.7,44.0,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,13.899999999999999,2.25,2.9375,14.3,False,False,True,True,8.240000000000009,-10.674999999999997,False,False
GPQA,Phi-4,Qwen2.5-7B,48.4,55.1,39.875,35.5,52.6875,57.25,29.7,35.9,Qwen2.5-7B,Phi-4,Qwen2.5-7B,Qwen2.5-7B,6.700000000000003,4.375,4.5625,6.199999999999999,True,False,False,True,8.740000000000009,-5.299999999999997,False,True
GPQA,Phi-4,LLaMA-3.1-8B,48.4,50.5,39.875,42.125,52.6875,51.9375,29.7,38.4,LLaMA-3.1-8B,LLaMA-3.1-8B,Phi-4,LLaMA-3.1-8B,2.1000000000000014,2.25,0.75,8.7,False,False,True,True,13.740000000000009,-1.4000000000000057,False,False
GPQA,Phi-4,Gemma-7B,48.4,30.9,39.875,35.5,52.6875,39.0625,29.7,24.8,Phi-4,Phi-4,Phi-4,Phi-4,17.5,4.375,13.625,4.899999999999999,False,False,True,True,54.06,17.975,True,True
GPQA,Qwen2.5-Math,Phi-4-Reas.,54.6,62.3,53.37499999999999,42.125,47.875,55.625,24.3,44.0,Phi-4-Reas.,Qwen2.5-Math,Phi-4-Reas.,Phi-4-Reas.,7.699999999999996,11.249999999999993,7.75,19.7,True,False,False,True,6.480000000000004,1.2999999999999972,False,True
GPQA,Qwen2.5-Math,Qwen2.5-7B,54.6,55.1,53.37499999999999,35.5,47.875,57.25,24.3,35.9,Qwen2.5-7B,Qwen2.5-Math,Qwen2.5-7B,Qwen2.5-7B,0.5,17.874999999999993,9.375,11.599999999999998,False,False,False,True,6.980000000000004,6.674999999999997,False,True
GPQA,Qwen2.5-Math,LLaMA-3.1-8B,54.6,50.5,53.37499999999999,42.125,47.875,51.9375,24.3,38.4,Qwen2.5-Math,Qwen2.5-Math,LLaMA-3.1-8B,LLaMA-3.1-8B,4.100000000000001,11.249999999999993,4.0625,14.099999999999998,False,True,False,False,11.980000000000004,10.574999999999989,True,True
GPQA,Qwen2.5-Math,Gemma-7B,54.6,30.9,53.37499999999999,35.5,47.875,39.0625,24.3,24.8,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,Gemma-7B,23.700000000000003,17.874999999999993,8.8125,0.5,False,False,False,False,52.3,29.949999999999996,True,True
GPQA,Phi-4-Reas.,Qwen2.5-7B,62.3,55.1,42.125,35.5,55.625,57.25,44.0,35.9,Phi-4-Reas.,Phi-4-Reas.,Qwen2.5-7B,Phi-4-Reas.,7.199999999999996,6.625,1.625,8.100000000000001,False,False,True,True,0.5,5.375,True,True
GPQA,Phi-4-Reas.,LLaMA-3.1-8B,62.3,50.5,42.125,42.125,55.625,51.9375,44.0,38.4,Phi-4-Reas.,LLaMA-3.1-8B,Phi-4-Reas.,Phi-4-Reas.,11.799999999999997,0.0,3.6875,5.600000000000001,False,False,False,True,5.5,9.274999999999991,True,False
GPQA,Phi-4-Reas.,Gemma-7B,62.3,30.9,42.125,35.5,55.625,39.0625,44.0,24.8,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,31.4,6.625,16.5625,19.2,False,False,True,True,45.81999999999999,28.65,True,True
GPQA,Qwen2.5-7B,LLaMA-3.1-8B,55.1,50.5,35.5,42.125,57.25,51.9375,35.9,38.4,Qwen2.5-7B,LLaMA-3.1-8B,Qwen2.5-7B,LLaMA-3.1-8B,4.600000000000001,6.625,5.3125,2.5,True,False,True,False,5.0,3.8999999999999915,True,False
GPQA,Qwen2.5-7B,Gemma-7B,55.1,30.9,35.5,35.5,57.25,39.0625,35.9,24.8,Qwen2.5-7B,Gemma-7B,Qwen2.5-7B,Qwen2.5-7B,24.200000000000003,0.0,18.1875,11.099999999999998,False,False,False,True,45.31999999999999,23.275,True,False
GPQA,LLaMA-3.1-8B,Gemma-7B,50.5,30.9,42.125,35.5,51.9375,39.0625,38.4,24.8,LLaMA-3.1-8B,LLaMA-3.1-8B,LLaMA-3.1-8B,LLaMA-3.1-8B,19.6,6.625,12.875,13.599999999999998,False,False,True,True,40.31999999999999,19.375000000000007,True,True
GSM8K,DS-R1-7B,DS-R1-1.5B,98.9,95.1,80.125,80.5,93.375,72.3125,91.5,60.1,DS-R1-7B,DS-R1-1.5B,DS-R1-7B,DS-R1-7B,3.8000000000000114,0.375,21.0625,31.4,False,False,False,True,9.539999999999992,4.949999999999996,True,False
GSM8K,DS-R1-7B,Qwen3-4B,98.9,90.9,80.125,82.5,93.375,81.375,91.5,72.2,DS-R1-7B,Qwen3-4B,DS-R1-7B,DS-R1-7B,8.0,2.375,12.0,19.299999999999997,True,False,False,True,13.019999999999996,-1.625,True,False
GSM8K,DS-R1-7B,Phi-4,98.9,91.5,80.125,73.875,93.375,89.5,91.5,93.0,DS-R1-7B,DS-R1-7B,DS-R1-7B,Phi-4,7.400000000000006,6.25,3.875,1.5,False,False,False,False,15.579999999999998,5.599999999999994,True,True
GSM8K,DS-R1-7B,Qwen2.5-Math,98.9,90.8,80.125,88.125,93.375,90.1875,91.5,84.55,DS-R1-7B,Qwen2.5-Math,DS-R1-7B,DS-R1-7B,8.100000000000009,8.0,3.1875,6.950000000000003,True,False,False,True,15.959999999999994,-6.2250000000000085,True,False
GSM8K,DS-R1-7B,Phi-4-Reas.,98.9,84.5,80.125,83.5,93.375,94.4375,91.5,95.4,DS-R1-7B,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,14.400000000000006,3.375,1.0625,3.9000000000000057,True,False,True,False,19.64,-3.6000000000000085,True,False
GSM8K,DS-R1-7B,Qwen2.5-7B,98.9,65.6,80.125,72.875,93.375,78.5625,91.5,90.9,DS-R1-7B,DS-R1-7B,DS-R1-7B,DS-R1-7B,33.30000000000001,7.25,14.8125,0.5999999999999943,False,False,True,True,17.799999999999997,0.9749999999999943,True,True
GSM8K,DS-R1-7B,LLaMA-3.1-8B,98.9,79.9,80.125,73.375,93.375,82.5,91.5,81.3,DS-R1-7B,DS-R1-7B,DS-R1-7B,DS-R1-7B,19.0,6.75,10.875,10.200000000000003,False,False,True,True,26.58,3.6499999999999986,True,True
GSM8K,DS-R1-7B,Gemma-7B,98.9,41.2,80.125,49.5,93.375,51.31250000000001,91.5,36.9,DS-R1-7B,DS-R1-7B,DS-R1-7B,DS-R1-7B,57.7,30.625,42.06249999999999,54.6,False,False,True,True,63.08,19.574999999999996,True,True
GSM8K,DS-R1-1.5B,Qwen3-4B,95.1,90.9,80.5,82.5,72.3125,81.375,60.1,72.2,DS-R1-1.5B,Qwen3-4B,Qwen3-4B,Qwen3-4B,4.199999999999989,2.0,9.0625,12.100000000000001,True,True,True,False,3.480000000000004,-6.574999999999996,True,False
GSM8K,DS-R1-1.5B,Phi-4,95.1,91.5,80.5,73.875,72.3125,89.5,60.1,93.0,DS-R1-1.5B,DS-R1-1.5B,Phi-4,Phi-4,3.5999999999999943,6.625,17.1875,32.9,False,True,False,False,6.040000000000006,0.6499999999999986,True,True
GSM8K,DS-R1-1.5B,Qwen2.5-Math,95.1,90.8,80.5,88.125,72.3125,90.1875,60.1,84.55,DS-R1-1.5B,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,4.299999999999997,7.625,17.875,24.449999999999996,True,True,True,False,6.420000000000002,-11.175000000000004,True,False
GSM8K,DS-R1-1.5B,Phi-4-Reas.,95.1,84.5,80.5,83.5,72.3125,94.4375,60.1,95.4,DS-R1-1.5B,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,10.599999999999994,3.0,22.125,35.300000000000004,True,True,True,False,10.100000000000009,-8.550000000000004,True,False
GSM8K,DS-R1-1.5B,Qwen2.5-7B,95.1,65.6,80.5,72.875,72.3125,78.5625,60.1,90.9,DS-R1-1.5B,DS-R1-1.5B,Qwen2.5-7B,Qwen2.5-7B,29.5,7.625,6.25,30.800000000000004,False,True,False,False,8.260000000000005,-3.9750000000000014,True,True
GSM8K,DS-R1-1.5B,LLaMA-3.1-8B,95.1,79.9,80.5,73.375,72.3125,82.5,60.1,81.3,DS-R1-1.5B,DS-R1-1.5B,LLaMA-3.1-8B,LLaMA-3.1-8B,15.199999999999989,7.125,10.1875,21.199999999999996,False,True,False,False,17.040000000000006,-1.2999999999999972,True,True
GSM8K,DS-R1-1.5B,Gemma-7B,95.1,41.2,80.5,49.5,72.3125,51.31250000000001,60.1,36.9,DS-R1-1.5B,DS-R1-1.5B,DS-R1-1.5B,DS-R1-1.5B,53.89999999999999,31.0,20.999999999999993,23.200000000000003,False,False,True,True,53.540000000000006,14.625,True,True
GSM8K,Qwen3-4B,Phi-4,90.9,91.5,82.5,73.875,81.375,89.5,72.2,93.0,Phi-4,Qwen3-4B,Phi-4,Phi-4,0.5999999999999943,8.625,8.125,20.799999999999997,False,False,False,True,2.5600000000000023,7.224999999999994,False,True
GSM8K,Qwen3-4B,Qwen2.5-Math,90.9,90.8,82.5,88.125,81.375,90.1875,72.2,84.55,Qwen3-4B,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,0.10000000000000853,5.625,8.8125,12.349999999999994,False,False,True,False,2.9399999999999977,-4.6000000000000085,True,False
GSM8K,Qwen3-4B,Phi-4-Reas.,90.9,84.5,82.5,83.5,81.375,94.4375,72.2,95.4,Qwen3-4B,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,6.400000000000006,1.0,13.0625,23.200000000000003,False,True,True,False,6.6200000000000045,-1.9750000000000085,True,False
GSM8K,Qwen3-4B,Qwen2.5-7B,90.9,65.6,82.5,72.875,81.375,78.5625,72.2,90.9,Qwen3-4B,Qwen3-4B,Qwen3-4B,Qwen2.5-7B,25.30000000000001,9.625,2.8125,18.700000000000003,False,False,False,False,4.780000000000001,2.5999999999999943,True,True
GSM8K,Qwen3-4B,LLaMA-3.1-8B,90.9,79.9,82.5,73.375,81.375,82.5,72.2,81.3,Qwen3-4B,Qwen3-4B,LLaMA-3.1-8B,LLaMA-3.1-8B,11.0,9.125,1.125,9.099999999999994,False,False,False,False,13.560000000000002,5.274999999999999,True,True
GSM8K,Qwen3-4B,Gemma-7B,90.9,41.2,82.5,49.5,81.375,51.31250000000001,72.2,36.9,Qwen3-4B,Qwen3-4B,Qwen3-4B,Qwen3-4B,49.7,33.0,30.062499999999993,35.300000000000004,False,False,True,True,50.06,21.199999999999996,True,True
GSM8K,Phi-4,Qwen2.5-Math,91.5,90.8,73.875,88.125,89.5,90.1875,93.0,84.55,Phi-4,Qwen2.5-Math,Qwen2.5-Math,Phi-4,0.7000000000000028,14.25,0.6875,8.450000000000003,False,False,False,True,0.37999999999999545,-11.825000000000003,True,False
GSM8K,Phi-4,Phi-4-Reas.,91.5,84.5,73.875,83.5,89.5,94.4375,93.0,95.4,Phi-4,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,7.0,9.625,4.9375,2.4000000000000057,True,True,True,False,4.060000000000002,-9.200000000000003,True,False
GSM8K,Phi-4,Qwen2.5-7B,91.5,65.6,73.875,72.875,89.5,78.5625,93.0,90.9,Phi-4,Phi-4,Phi-4,Phi-4,25.900000000000006,1.0,10.9375,2.0999999999999943,False,False,True,True,2.219999999999999,-4.625,True,True
GSM8K,Phi-4,LLaMA-3.1-8B,91.5,79.9,73.875,73.375,89.5,82.5,93.0,81.3,Phi-4,Phi-4,Phi-4,Phi-4,11.599999999999994,0.5,7.0,11.700000000000003,False,False,True,True,11.0,-1.9499999999999957,True,True
GSM8K,Phi-4,Gemma-7B,91.5,41.2,73.875,49.5,89.5,51.31250000000001,93.0,36.9,Phi-4,Phi-4,Phi-4,Phi-4,50.3,24.375,38.18749999999999,56.1,False,False,True,True,47.5,13.975000000000001,True,True
GSM8K,Qwen2.5-Math,Phi-4-Reas.,90.8,84.5,88.125,83.5,90.1875,94.4375,84.55,95.4,Qwen2.5-Math,Qwen2.5-Math,Phi-4-Reas.,Phi-4-Reas.,6.299999999999997,4.625,4.25,10.850000000000009,False,True,False,False,3.680000000000007,2.625,True,True
GSM8K,Qwen2.5-Math,Qwen2.5-7B,90.8,65.6,88.125,72.875,90.1875,78.5625,84.55,90.9,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-7B,25.200000000000003,15.25,11.625,6.3500000000000085,False,False,False,False,1.8400000000000034,7.200000000000003,True,True
GSM8K,Qwen2.5-Math,LLaMA-3.1-8B,90.8,79.9,88.125,73.375,90.1875,82.5,84.55,81.3,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,10.899999999999991,14.75,7.6875,3.25,False,False,True,True,10.620000000000005,9.875000000000007,True,True
GSM8K,Qwen2.5-Math,Gemma-7B,90.8,41.2,88.125,49.5,90.1875,51.31250000000001,84.55,36.9,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,49.599999999999994,38.625,38.87499999999999,47.65,False,False,True,True,47.120000000000005,25.800000000000004,True,True
GSM8K,Phi-4-Reas.,Qwen2.5-7B,84.5,65.6,83.5,72.875,94.4375,78.5625,95.4,90.9,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,18.900000000000006,10.625,15.875,4.5,False,False,True,True,-1.8400000000000034,4.575000000000003,False,False
GSM8K,Phi-4-Reas.,LLaMA-3.1-8B,84.5,79.9,83.5,73.375,94.4375,82.5,95.4,81.3,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,4.599999999999994,10.125,11.9375,14.100000000000009,False,False,True,True,6.939999999999998,7.250000000000007,True,True
GSM8K,Phi-4-Reas.,Gemma-7B,84.5,41.2,83.5,49.5,94.4375,51.31250000000001,95.4,36.9,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,43.3,34.0,43.12499999999999,58.50000000000001,False,False,True,True,43.44,23.175000000000004,True,True
GSM8K,Qwen2.5-7B,LLaMA-3.1-8B,65.6,79.9,72.875,73.375,78.5625,82.5,90.9,81.3,LLaMA-3.1-8B,LLaMA-3.1-8B,LLaMA-3.1-8B,Qwen2.5-7B,14.300000000000011,0.5,3.9375,9.600000000000009,False,False,False,False,8.780000000000001,2.6750000000000043,False,False
GSM8K,Qwen2.5-7B,Gemma-7B,65.6,41.2,72.875,49.5,78.5625,51.31250000000001,90.9,36.9,Qwen2.5-7B,Qwen2.5-7B,Qwen2.5-7B,Qwen2.5-7B,24.39999999999999,23.375,27.249999999999993,54.00000000000001,False,False,True,True,45.28,18.6,True,True
GSM8K,LLaMA-3.1-8B,Gemma-7B,79.9,41.2,73.375,49.5,82.5,51.31250000000001,81.3,36.9,LLaMA-3.1-8B,LLaMA-3.1-8B,LLaMA-3.1-8B,LLaMA-3.1-8B,38.7,23.875,31.187499999999993,44.4,False,False,True,True,36.5,15.924999999999997,True,True
MATH500,DS-R1-7B,DS-R1-1.5B,94.0,84.5,68.5,68.75,74.75,64.375,63.6,43.2,DS-R1-7B,DS-R1-1.5B,DS-R1-7B,DS-R1-7B,9.5,0.25,10.375,20.4,False,False,False,True,8.399999999999991,4.924999999999997,True,False
MATH500,DS-R1-7B,Qwen3-4B,94.0,63.5,68.5,70.5,74.75,70.4375,63.6,49.8,DS-R1-7B,Qwen3-4B,DS-R1-7B,DS-R1-7B,30.5,2.0,4.3125,13.800000000000004,True,False,False,True,8.519999999999996,-1.7000000000000028,True,False
MATH500,DS-R1-7B,Phi-4,94.0,74.4,68.5,64.125,74.75,82.25,63.6,60.8,DS-R1-7B,DS-R1-7B,Phi-4,DS-R1-7B,19.599999999999994,4.375,7.5,2.8000000000000043,False,True,True,True,13.14,5.975000000000001,True,True
MATH500,DS-R1-7B,Qwen2.5-Math,94.0,77.5,68.5,78.5,74.75,79.5,63.6,63.6,DS-R1-7B,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,16.5,10.0,4.75,0.0,True,True,True,False,14.280000000000001,-5.825000000000003,True,False
MATH500,DS-R1-7B,Phi-4-Reas.,94.0,80.0,68.5,75.125,74.75,81.1875,63.6,74.6,DS-R1-7B,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,14.0,6.625,6.4375,10.999999999999993,True,True,True,False,19.72,-2.950000000000003,True,False
MATH500,DS-R1-7B,Qwen2.5-7B,94.0,75.6,68.5,65.25,74.75,68.125,63.6,60.6,DS-R1-7B,DS-R1-7B,DS-R1-7B,DS-R1-7B,18.400000000000006,3.25,6.625,3.0,False,False,True,True,20.78,1.7750000000000057,True,True
MATH500,DS-R1-7B,LLaMA-3.1-8B,94.0,60.6,68.5,54.625,74.75,50.18749999999999,63.6,35.6,DS-R1-7B,DS-R1-7B,DS-R1-7B,DS-R1-7B,33.4,13.875,24.562500000000007,28.0,False,False,True,True,23.699999999999996,2.2249999999999943,True,True
MATH500,DS-R1-7B,Gemma-7B,94.0,18.9,68.5,41.75,74.75,36.25,63.6,18.2,DS-R1-7B,DS-R1-7B,DS-R1-7B,DS-R1-7B,75.1,26.75,38.5,45.400000000000006,False,False,True,True,59.599999999999994,20.35,True,True
MATH500,DS-R1-1.5B,Qwen3-4B,84.5,63.5,68.75,70.5,64.375,70.4375,43.2,49.8,DS-R1-1.5B,Qwen3-4B,Qwen3-4B,Qwen3-4B,21.0,1.75,6.0625,6.599999999999994,False,True,True,False,0.12000000000000455,-6.625,True,False
MATH500,DS-R1-1.5B,Phi-4,84.5,74.4,68.75,64.125,64.375,82.25,43.2,60.8,DS-R1-1.5B,DS-R1-1.5B,Phi-4,Phi-4,10.099999999999994,4.625,17.875,17.599999999999994,False,True,False,False,4.740000000000009,1.0500000000000043,True,True
MATH500,DS-R1-1.5B,Qwen2.5-Math,84.5,77.5,68.75,78.5,64.375,79.5,43.2,63.6,DS-R1-1.5B,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,7.0,9.75,15.125,20.4,True,True,True,False,5.88000000000001,-10.75,True,False
MATH500,DS-R1-1.5B,Phi-4-Reas.,84.5,80.0,68.75,75.125,64.375,81.1875,43.2,74.6,DS-R1-1.5B,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,4.5,6.375,16.8125,31.39999999999999,True,True,True,False,11.320000000000007,-7.875,True,False
MATH500,DS-R1-1.5B,Qwen2.5-7B,84.5,75.6,68.75,65.25,64.375,68.125,43.2,60.6,DS-R1-1.5B,DS-R1-1.5B,Qwen2.5-7B,Qwen2.5-7B,8.900000000000006,3.5,3.75,17.4,False,True,False,False,12.38000000000001,-3.1499999999999915,True,True
MATH500,DS-R1-1.5B,LLaMA-3.1-8B,84.5,60.6,68.75,54.625,64.375,50.18749999999999,43.2,35.6,DS-R1-1.5B,DS-R1-1.5B,DS-R1-1.5B,DS-R1-1.5B,23.9,14.125,14.187500000000007,7.600000000000001,False,False,True,True,15.300000000000004,-2.700000000000003,True,True
MATH500,DS-R1-1.5B,Gemma-7B,84.5,18.9,68.75,41.75,64.375,36.25,43.2,18.2,DS-R1-1.5B,DS-R1-1.5B,DS-R1-1.5B,DS-R1-1.5B,65.6,27.0,28.125,25.000000000000004,False,False,True,True,51.2,15.425000000000004,True,True
MATH500,Qwen3-4B,Phi-4,63.5,74.4,70.5,64.125,70.4375,82.25,49.8,60.8,Phi-4,Qwen3-4B,Phi-4,Phi-4,10.900000000000006,6.375,11.8125,11.0,True,False,False,True,4.6200000000000045,7.675000000000004,False,True
MATH500,Qwen3-4B,Qwen2.5-Math,63.5,77.5,70.5,78.5,70.4375,79.5,49.8,63.6,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,14.0,8.0,9.0625,13.800000000000004,False,False,True,True,5.760000000000005,-4.125,False,False
MATH500,Qwen3-4B,Phi-4-Reas.,63.5,80.0,70.5,75.125,70.4375,81.1875,49.8,74.6,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,16.5,4.625,10.75,24.799999999999997,False,False,True,True,11.200000000000003,-1.25,False,False
MATH500,Qwen3-4B,Qwen2.5-7B,63.5,75.6,70.5,65.25,70.4375,68.125,49.8,60.6,Qwen2.5-7B,Qwen3-4B,Qwen3-4B,Qwen2.5-7B,12.099999999999994,5.25,2.3125,10.800000000000004,True,True,False,True,12.260000000000005,3.4750000000000085,False,True
MATH500,Qwen3-4B,LLaMA-3.1-8B,63.5,60.6,70.5,54.625,70.4375,50.18749999999999,49.8,35.6,Qwen3-4B,Qwen3-4B,Qwen3-4B,Qwen3-4B,2.8999999999999986,15.875,20.250000000000007,14.199999999999996,False,False,True,True,15.18,3.924999999999997,True,True
MATH500,Qwen3-4B,Gemma-7B,63.5,18.9,70.5,41.75,70.4375,36.25,49.8,18.2,Qwen3-4B,Qwen3-4B,Qwen3-4B,Qwen3-4B,44.6,28.75,34.1875,31.599999999999998,False,False,True,True,51.08,22.050000000000004,True,True
MATH500,Phi-4,Qwen2.5-Math,74.4,77.5,64.125,78.5,82.25,79.5,60.8,63.6,Qwen2.5-Math,Qwen2.5-Math,Phi-4,Qwen2.5-Math,3.0999999999999943,14.375,2.75,2.8000000000000043,False,True,True,True,1.1400000000000006,-11.800000000000004,False,False
MATH500,Phi-4,Phi-4-Reas.,74.4,80.0,64.125,75.125,82.25,81.1875,60.8,74.6,Phi-4-Reas.,Phi-4-Reas.,Phi-4,Phi-4-Reas.,5.599999999999994,11.0,1.0625,13.799999999999997,False,False,True,True,6.579999999999998,-8.925000000000004,False,False
MATH500,Phi-4,Qwen2.5-7B,74.4,75.6,64.125,65.25,82.25,68.125,60.8,60.6,Qwen2.5-7B,Qwen2.5-7B,Phi-4,Phi-4,1.1999999999999886,1.125,14.125,0.19999999999999574,False,False,False,False,7.640000000000001,-4.199999999999996,False,False
MATH500,Phi-4,LLaMA-3.1-8B,74.4,60.6,64.125,54.625,82.25,50.18749999999999,60.8,35.6,Phi-4,Phi-4,Phi-4,Phi-4,13.800000000000004,9.5,32.06250000000001,25.199999999999996,False,False,True,True,10.559999999999995,-3.750000000000007,True,True
MATH500,Phi-4,Gemma-7B,74.4,18.9,64.125,41.75,82.25,36.25,60.8,18.2,Phi-4,Phi-4,Phi-4,Phi-4,55.50000000000001,22.375,46.0,42.599999999999994,False,False,True,True,46.459999999999994,14.375,True,True
MATH500,Qwen2.5-Math,Phi-4-Reas.,77.5,80.0,78.5,75.125,79.5,81.1875,63.6,74.6,Phi-4-Reas.,Qwen2.5-Math,Phi-4-Reas.,Phi-4-Reas.,2.5,3.375,1.6875,10.999999999999993,True,False,False,True,5.439999999999998,2.875,False,True
MATH500,Qwen2.5-Math,Qwen2.5-7B,77.5,75.6,78.5,65.25,79.5,68.125,63.6,60.6,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,1.9000000000000057,13.25,11.375,3.0,False,False,True,True,6.5,7.6000000000000085,True,True
MATH500,Qwen2.5-Math,LLaMA-3.1-8B,77.5,60.6,78.5,54.625,79.5,50.18749999999999,63.6,35.6,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,16.9,23.875,29.312500000000007,28.0,False,False,True,True,9.419999999999995,8.049999999999997,True,True
MATH500,Qwen2.5-Math,Gemma-7B,77.5,18.9,78.5,41.75,79.5,36.25,63.6,18.2,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,58.6,36.75,43.25,45.400000000000006,False,False,True,True,45.31999999999999,26.175000000000004,True,True
MATH500,Phi-4-Reas.,Qwen2.5-7B,80.0,75.6,75.125,65.25,81.1875,68.125,74.6,60.6,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,4.400000000000006,9.875,13.0625,13.999999999999993,False,False,True,True,1.0600000000000023,4.7250000000000085,True,True
MATH500,Phi-4-Reas.,LLaMA-3.1-8B,80.0,60.6,75.125,54.625,81.1875,50.18749999999999,74.6,35.6,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,19.4,20.5,31.000000000000007,38.99999999999999,False,False,True,True,3.979999999999997,5.174999999999997,True,True
MATH500,Phi-4-Reas.,Gemma-7B,80.0,18.9,75.125,41.75,81.1875,36.25,74.6,18.2,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,61.1,33.375,44.9375,56.39999999999999,False,False,True,True,39.879999999999995,23.300000000000004,True,True
MATH500,Qwen2.5-7B,LLaMA-3.1-8B,75.6,60.6,65.25,54.625,68.125,50.18749999999999,60.6,35.6,Qwen2.5-7B,Qwen2.5-7B,Qwen2.5-7B,Qwen2.5-7B,14.999999999999993,10.625,17.937500000000007,25.0,False,False,True,True,2.9199999999999946,0.44999999999998863,True,True
MATH500,Qwen2.5-7B,Gemma-7B,75.6,18.9,65.25,41.75,68.125,36.25,60.6,18.2,Qwen2.5-7B,Qwen2.5-7B,Qwen2.5-7B,Qwen2.5-7B,56.699999999999996,23.5,31.875,42.400000000000006,False,False,True,True,38.81999999999999,18.574999999999996,True,True
MATH500,LLaMA-3.1-8B,Gemma-7B,60.6,18.9,54.625,41.75,50.18749999999999,36.25,35.6,18.2,LLaMA-3.1-8B,LLaMA-3.1-8B,LLaMA-3.1-8B,LLaMA-3.1-8B,41.7,12.875,13.937499999999993,17.400000000000002,False,False,True,True,35.900000000000006,18.125000000000007,True,True
SVAMP,DS-R1-7B,DS-R1-1.5B,99.0,96.9,91.25,79.5,89.1875,73.9375,91.1,65.8,DS-R1-7B,DS-R1-7B,DS-R1-7B,DS-R1-7B,2.0999999999999943,11.75,15.25,25.299999999999997,False,False,True,True,9.88000000000001,2.5250000000000057,True,True
SVAMP,DS-R1-7B,Qwen3-4B,99.0,91.0,91.25,77.5,89.1875,84.0,91.1,79.5,DS-R1-7B,DS-R1-7B,DS-R1-7B,DS-R1-7B,8.0,13.75,5.1875,11.599999999999994,False,False,True,True,13.019999999999996,-4.849999999999994,True,True
SVAMP,DS-R1-7B,Phi-4,99.0,75.5,91.25,66.375,89.1875,83.8125,91.1,92.3,DS-R1-7B,DS-R1-7B,DS-R1-7B,Phi-4,23.5,24.875,5.375,1.2000000000000028,False,False,False,False,12.36,1.875,True,True
