model,benchmark,problem_idx,pass1_trace0,source_jsonl,mean_reasoning_score_0_1,n_judged_traces_this_problem
Gemma-7B,GSM8K,1034,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,1.0,1
Gemma-7B,GSM8K,1040,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.5,1
Gemma-7B,GSM8K,1041,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,1.0,1
Gemma-7B,GSM8K,1042,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.5,1
Gemma-7B,GSM8K,1043,1.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.375,1
Gemma-7B,GSM8K,1046,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.3125,1
Gemma-7B,GSM8K,1047,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.375,1
Gemma-7B,GSM8K,1052,1.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.4375,2
Gemma-7B,GSM8K,1053,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.875,1
Gemma-7B,GSM8K,1067,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.3125,1
Gemma-7B,GSM8K,1077,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.0,1
Gemma-7B,GSM8K,1078,1.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.5,1
Gemma-7B,GSM8K,1083,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,1.0,1
Gemma-7B,GSM8K,1090,1.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.625,1
Gemma-7B,GSM8K,1097,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.65625,2
Gemma-7B,GSM8K,1098,1.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.25,1
Gemma-7B,GSM8K,1115,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.6875,2
Gemma-7B,GSM8K,1118,1.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.3125,1
Gemma-7B,GSM8K,1121,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.375,1
Gemma-7B,GSM8K,1124,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.3125,1
Gemma-7B,GSM8K,1127,1.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.8125,1
Gemma-7B,GSM8K,1139,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.3125,1
Gemma-7B,GSM8K,1152,1.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.875,1
Gemma-7B,GSM8K,1156,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.3125,1
Gemma-7B,GSM8K,1163,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.3125,1
Gemma-7B,GSM8K,1164,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,1.0,1
Gemma-7B,GSM8K,1171,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,1.0,1
Gemma-7B,GSM8K,1179,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.5625,1
Gemma-7B,GSM8K,1180,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.5,1
Gemma-7B,GSM8K,1181,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.0625,1
Gemma-7B,GSM8K,1212,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,1.0,1
Gemma-7B,GSM8K,1257,1.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,1.0,1
Gemma-7B,GSM8K,1261,1.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.875,1
Gemma-7B,GSM8K,1267,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.8125,1
Gemma-7B,GSM8K,1268,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,1.0,1
Gemma-7B,GSM8K,1273,1.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.25,1
Gemma-7B,GSM8K,1276,1.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.3125,1
Gemma-7B,GSM8K,1280,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.0625,1
Gemma-7B,GSM8K,1285,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,1.0,1
Gemma-7B,GSM8K,1287,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.3125,2
Gemma-7B,GSM8K,1289,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,1.0,1
Gemma-7B,GSM8K,1290,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,1.0,1
Gemma-7B,GSM8K,1299,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,1.0,1
Gemma-7B,GSM8K,1303,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.25,1
Gemma-7B,GSM8K,1304,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.375,1
Gemma-7B,GSM8K,1312,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.625,1
Gemma-7B,GSM8K,1315,0.0,source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,0.375,1
Gemma-7B,MATH500,4,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.375,1
Gemma-7B,MATH500,5,1.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.25,1
Gemma-7B,MATH500,9,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.15625,2
Gemma-7B,MATH500,20,1.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.25,1
Gemma-7B,MATH500,21,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.15625,2
Gemma-7B,MATH500,22,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.40625,2
Gemma-7B,MATH500,23,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.625,1
Gemma-7B,MATH500,25,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.28125,2
Gemma-7B,MATH500,30,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.375,1
Gemma-7B,MATH500,33,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.40625,2
Gemma-7B,MATH500,38,1.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,1.0,1
Gemma-7B,MATH500,44,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.59375,2
Gemma-7B,MATH500,46,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.3125,1
Gemma-7B,MATH500,47,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.75,1
Gemma-7B,MATH500,48,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.0625,1
Gemma-7B,MATH500,57,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.3125,1
Gemma-7B,MATH500,60,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.34375,2
Gemma-7B,MATH500,61,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.0,2
Gemma-7B,MATH500,62,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.5,1
Gemma-7B,MATH500,63,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.34375,2
Gemma-7B,MATH500,64,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.2708333333333333,3
Gemma-7B,MATH500,66,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.5625,1
Gemma-7B,MATH500,68,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.25,1
Gemma-7B,MATH500,71,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.3125,1
Gemma-7B,MATH500,72,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,1.0,1
Gemma-7B,MATH500,73,1.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.9375,2
Gemma-7B,MATH500,74,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.4375,1
Gemma-7B,MATH500,78,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.3125,1
Gemma-7B,MATH500,80,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.3125,1
Gemma-7B,MATH500,81,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.3125,1
Gemma-7B,MATH500,88,0.0,source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,0.25,1
