model,dataset,benchmark,seed,n_questions,y_train_mean_reasoning,y_test_mean_reasoning,checkpoint_path,frs_pct,pass1_pct,base_reasoning,snr,unfiltered_reasoning_mean,jsonl_path,high_conf_accuracy_pct,cum_top10_mean_reasoning_0_1,pass16_pct,n_problems,n_lines_with_trace_count_neq_16
DS-R1-7B,SVAMP,SVAMP,99,100,0.90375,0.88,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_DS-R1-7B__SVAMP.json,99.0,91.1,85.63,-0.785886,0.891875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_6ed5b75a-8fc3-4275-bd40-cd1c17a47eba_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_6ed5b75a-8fc3-4275-bd40-cd1c17a47eba_processed.jsonl,96.25,0.99,98.0,1000,0
DS-R1-7B,SVAMP,SVAMP,123,100,0.91875,0.865,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_DS-R1-7B__SVAMP.json,99.0,91.1,85.63,-0.785886,0.891875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_6ed5b75a-8fc3-4275-bd40-cd1c17a47eba_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_6ed5b75a-8fc3-4275-bd40-cd1c17a47eba_processed.jsonl,96.25,0.99,98.0,1000,0
DS-R1-7B,SVAMP,SVAMP,456,100,0.8925,0.89125,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_DS-R1-7B__SVAMP.json,99.0,91.1,85.63,-0.785886,0.891875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_6ed5b75a-8fc3-4275-bd40-cd1c17a47eba_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_6ed5b75a-8fc3-4275-bd40-cd1c17a47eba_processed.jsonl,96.25,0.99,98.0,1000,0
DS-R1-7B,SVAMP,SVAMP,789,100,0.88875,0.895,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_DS-R1-7B__SVAMP.json,99.0,91.1,85.63,-0.785886,0.891875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_6ed5b75a-8fc3-4275-bd40-cd1c17a47eba_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_6ed5b75a-8fc3-4275-bd40-cd1c17a47eba_processed.jsonl,96.25,0.99,98.0,1000,0
DS-R1-7B,SVAMP,SVAMP,2024,100,0.89,0.89375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_DS-R1-7B__SVAMP.json,99.0,91.1,85.63,-0.785886,0.891875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_6ed5b75a-8fc3-4275-bd40-cd1c17a47eba_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_6ed5b75a-8fc3-4275-bd40-cd1c17a47eba_processed.jsonl,96.25,0.99,98.0,1000,0
DS-R1-7B,SVAMP,SVAMP,3141,100,0.88875,0.895,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_DS-R1-7B__SVAMP.json,99.0,91.1,85.63,-0.785886,0.891875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_6ed5b75a-8fc3-4275-bd40-cd1c17a47eba_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_6ed5b75a-8fc3-4275-bd40-cd1c17a47eba_processed.jsonl,96.25,0.99,98.0,1000,0
Gemma-7B,AQuA,AQuA,17,100,0.425,0.3875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__AQuA.json,22.2,3.5,41.87,-4.016469,0.40625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9.jsonl,13.51,0.2225,94.88188976377953,254,0
Gemma-7B,AQuA,AQuA,42,100,0.37625,0.43625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__AQuA.json,22.2,3.5,41.87,-4.016469,0.40625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9.jsonl,13.51,0.2225,94.88188976377953,254,0
Gemma-7B,AQuA,AQuA,99,100,0.41375,0.39875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__AQuA.json,22.2,3.5,41.87,-4.016469,0.40625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9.jsonl,13.51,0.2225,94.88188976377953,254,0
Gemma-7B,AQuA,AQuA,123,100,0.39,0.4225,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__AQuA.json,22.2,3.5,41.87,-4.016469,0.40625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9.jsonl,13.51,0.2225,94.88188976377953,254,0
Gemma-7B,AQuA,AQuA,456,100,0.415,0.3975,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__AQuA.json,22.2,3.5,41.87,-4.016469,0.40625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9.jsonl,13.51,0.2225,94.88188976377953,254,0
Gemma-7B,AQuA,AQuA,789,100,0.34375,0.46875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__AQuA.json,22.2,3.5,41.87,-4.016469,0.40625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9.jsonl,13.51,0.2225,94.88188976377953,254,0
Gemma-7B,AQuA,AQuA,2024,100,0.42,0.3925,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__AQuA.json,22.2,3.5,41.87,-4.016469,0.40625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9.jsonl,13.51,0.2225,94.88188976377953,254,0
Gemma-7B,AQuA,AQuA,3141,100,0.43375,0.37875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__AQuA.json,22.2,3.5,41.87,-4.016469,0.40625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_bd56842f-fc4d-452d-9a35-3cf0a3ddfaf9.jsonl,13.51,0.2225,94.88188976377953,254,0
Gemma-7B,CommonsenseQA,CSQA,17,100,0.2675,0.27375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__CommonsenseQA.json,13.4,27.3,30.78,-0.173487,0.270625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed.jsonl,15.51,0.13375,90.41769041769042,1221,0
Gemma-7B,CommonsenseQA,CSQA,42,100,0.275,0.26625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__CommonsenseQA.json,13.4,27.3,30.78,-0.173487,0.270625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed.jsonl,15.51,0.13375,90.41769041769042,1221,0
Gemma-7B,CommonsenseQA,CSQA,99,100,0.29,0.25125,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__CommonsenseQA.json,13.4,27.3,30.78,-0.173487,0.270625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed.jsonl,15.51,0.13375,90.41769041769042,1221,0
Gemma-7B,CommonsenseQA,CSQA,123,100,0.245,0.29625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__CommonsenseQA.json,13.4,27.3,30.78,-0.173487,0.270625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed.jsonl,15.51,0.13375,90.41769041769042,1221,0
Gemma-7B,CommonsenseQA,CSQA,456,100,0.24,0.30125,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__CommonsenseQA.json,13.4,27.3,30.78,-0.173487,0.270625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed.jsonl,15.51,0.13375,90.41769041769042,1221,0
Gemma-7B,CommonsenseQA,CSQA,789,100,0.2575,0.28375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__CommonsenseQA.json,13.4,27.3,30.78,-0.173487,0.270625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed.jsonl,15.51,0.13375,90.41769041769042,1221,0
Gemma-7B,CommonsenseQA,CSQA,2024,100,0.245,0.29625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__CommonsenseQA.json,13.4,27.3,30.78,-0.173487,0.270625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed.jsonl,15.51,0.13375,90.41769041769042,1221,0
Gemma-7B,CommonsenseQA,CSQA,3141,100,0.2625,0.27875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__CommonsenseQA.json,13.4,27.3,30.78,-0.173487,0.270625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_9f780cde-c3a4-4b02-8fc0-562f7bb37bec_processed.jsonl,15.51,0.13375,90.41769041769042,1221,0
Gemma-7B,GPQA,GPQA,17,100,0.3675,0.41375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GPQA.json,30.9,24.8,55.11,-0.134219,0.390625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed.jsonl,11.4,0.30875,96.875,448,0
Gemma-7B,GPQA,GPQA,42,100,0.35375,0.4275,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GPQA.json,30.9,24.8,55.11,-0.134219,0.390625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed.jsonl,11.4,0.30875,96.875,448,0
Gemma-7B,GPQA,GPQA,99,100,0.39125,0.39,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GPQA.json,30.9,24.8,55.11,-0.134219,0.390625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed.jsonl,11.4,0.30875,96.875,448,0
Gemma-7B,GPQA,GPQA,123,100,0.39875,0.3825,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GPQA.json,30.9,24.8,55.11,-0.134219,0.390625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed.jsonl,11.4,0.30875,96.875,448,0
Gemma-7B,GPQA,GPQA,456,100,0.355,0.42625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GPQA.json,30.9,24.8,55.11,-0.134219,0.390625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed.jsonl,11.4,0.30875,96.875,448,0
Gemma-7B,GPQA,GPQA,789,100,0.41375,0.3675,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GPQA.json,30.9,24.8,55.11,-0.134219,0.390625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed.jsonl,11.4,0.30875,96.875,448,0
Gemma-7B,GPQA,GPQA,2024,100,0.40875,0.3725,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GPQA.json,30.9,24.8,55.11,-0.134219,0.390625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed.jsonl,11.4,0.30875,96.875,448,0
Gemma-7B,GPQA,GPQA,3141,100,0.3975,0.38375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GPQA.json,30.9,24.8,55.11,-0.134219,0.390625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/gemma_7b/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6209e00b-f801-4245-a20d-6b37d8addc6a_processed.jsonl,11.4,0.30875,96.875,448,0
Gemma-7B,GSM8K,GSM8K,17,100,0.47125,0.555,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GSM8K.json,41.2,36.9,53.39,-4.838499,0.513125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,24.44,0.4125,91.96360879454132,1319,0
Gemma-7B,GSM8K,GSM8K,42,100,0.53125,0.495,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GSM8K.json,41.2,36.9,53.39,-4.838499,0.513125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,24.44,0.4125,91.96360879454132,1319,0
Gemma-7B,GSM8K,GSM8K,99,100,0.5275,0.49875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GSM8K.json,41.2,36.9,53.39,-4.838499,0.513125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,24.44,0.4125,91.96360879454132,1319,0
Gemma-7B,GSM8K,GSM8K,123,100,0.5025,0.52375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GSM8K.json,41.2,36.9,53.39,-4.838499,0.513125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,24.44,0.4125,91.96360879454132,1319,0
Gemma-7B,GSM8K,GSM8K,456,100,0.51625,0.51,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GSM8K.json,41.2,36.9,53.39,-4.838499,0.513125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,24.44,0.4125,91.96360879454132,1319,0
Gemma-7B,GSM8K,GSM8K,789,100,0.5325,0.49375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GSM8K.json,41.2,36.9,53.39,-4.838499,0.513125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,24.44,0.4125,91.96360879454132,1319,0
Gemma-7B,GSM8K,GSM8K,2024,100,0.53625,0.49,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GSM8K.json,41.2,36.9,53.39,-4.838499,0.513125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,24.44,0.4125,91.96360879454132,1319,0
Gemma-7B,GSM8K,GSM8K,3141,100,0.5375,0.48875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__GSM8K.json,41.2,36.9,53.39,-4.838499,0.513125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_7e377118-9bc4-4b39-91f3-80a9f16f7d17_processed.jsonl,24.44,0.4125,91.96360879454132,1319,0
Gemma-7B,MATH500,MATH500,17,100,0.3575,0.3675,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__MATH500.json,18.9,18.2,41.45,-1.601544,0.3625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,4.0,0.18875,54.8,500,0
Gemma-7B,MATH500,MATH500,42,100,0.325,0.4,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__MATH500.json,18.9,18.2,41.45,-1.601544,0.3625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,4.0,0.18875,54.8,500,0
Gemma-7B,MATH500,MATH500,99,100,0.36125,0.36375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__MATH500.json,18.9,18.2,41.45,-1.601544,0.3625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,4.0,0.18875,54.8,500,0
Gemma-7B,MATH500,MATH500,123,100,0.36875,0.35625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__MATH500.json,18.9,18.2,41.45,-1.601544,0.3625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,4.0,0.18875,54.8,500,0
Gemma-7B,MATH500,MATH500,456,100,0.375,0.35,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__MATH500.json,18.9,18.2,41.45,-1.601544,0.3625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,4.0,0.18875,54.8,500,0
Gemma-7B,MATH500,MATH500,789,100,0.3625,0.3625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Gemma-7B__MATH500.json,18.9,18.2,41.45,-1.601544,0.3625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,4.0,0.18875,54.8,500,0
