model,dataset,benchmark,jsonl_path,question_id,trace_id,selection_type,confidence,correct,random_draw_index,exclude_top_from_random,seed,policy_version,reasoning_score,judge_ok,raw_json,error,from_cache
DS-R1-7B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/DeepSeek_R1_Distill_Qwen_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_c6dc12f4-4ab5-4e8e-8ac8-94c2d5407ac8_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_c6dc12f4-4ab5-4e8e-8ac8-94c2d5407ac8_processed.jsonl,1114,5,top_conf,0.2459287463104151,True,,True,42,selection_gain_v1,0.6875,True,"{""faithfulness"": 4, ""utility"": 3, ""coherence"": 3, ""factuality"": 5}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,41,4,top_conf,0.3322511094670853,True,,True,42,selection_gain_v1,1.0,True,"{""faithfulness"": 5, ""utility"": 5, ""coherence"": 5, ""factuality"": 5}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,158,7,random,0.3226812529758244,True,0.0,True,42,selection_gain_v1,0.8125,True,"{""faithfulness"": 4, ""utility"": 4, ""coherence"": 4, ""factuality"": 5}",,False
DS-R1-7B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/DeepSeek_R1_Distill_Qwen_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_c6dc12f4-4ab5-4e8e-8ac8-94c2d5407ac8_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_c6dc12f4-4ab5-4e8e-8ac8-94c2d5407ac8_processed.jsonl,1147,2,top_conf,0.2330749002306839,False,,True,42,selection_gain_v1,0.625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 4, ""factuality"": 4}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,20,15,random,0.1221543711466887,True,0.0,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 4}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,6,7,random,0.2363103323173795,True,0.0,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 4}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,16,15,random,0.2576248220082789,False,0.0,True,42,selection_gain_v1,0.4375,True,"{""faithfulness"": 2, ""utility"": 3, ""coherence"": 3, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,91,13,random,0.1282373663834494,True,0.0,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 4}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,180,9,random,0.0986596731928224,False,0.0,True,42,selection_gain_v1,0.375,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 3, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,115,2,random,0.1401052535096344,False,0.0,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 4, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,216,11,top_conf,0.2354507724258372,False,,True,42,selection_gain_v1,0.5,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,52,1,top_conf,0.4477151324492091,True,,True,42,selection_gain_v1,1.0,True,"{""faithfulness"": 5, ""utility"": 5, ""coherence"": 5, ""factuality"": 5}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,195,0,top_conf,0.4279772500623422,False,,True,42,selection_gain_v1,0.5,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,266,12,top_conf,0.5459954588852677,True,,True,42,selection_gain_v1,1.0,True,"{""faithfulness"": 5, ""utility"": 5, ""coherence"": 5, ""factuality"": 5}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,115,1,top_conf,0.2265331891276337,False,,True,42,selection_gain_v1,0.3125,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 3, ""factuality"": 2}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,139,15,top_conf,0.3452570625817339,False,,True,42,selection_gain_v1,0.625,True,"{""faithfulness"": 3, ""utility"": 4, ""coherence"": 4, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,91,4,top_conf,0.3837630274370965,False,,True,42,selection_gain_v1,0.625,True,"{""faithfulness"": 3, ""utility"": 4, ""coherence"": 4, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,17,13,random,0.1085820522992477,True,0.0,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 4}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,226,14,random,0.2795083437031849,False,0.0,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 4, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,180,8,top_conf,0.2946242084314964,False,,True,42,selection_gain_v1,0.625,True,"{""faithfulness"": 3, ""utility"": 4, ""coherence"": 4, ""factuality"": 3}",,False
DS-R1-7B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/DeepSeek_R1_Distill_Qwen_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_c6dc12f4-4ab5-4e8e-8ac8-94c2d5407ac8_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_c6dc12f4-4ab5-4e8e-8ac8-94c2d5407ac8_processed.jsonl,1041,14,random,0.1201918340090064,True,0.0,True,42,selection_gain_v1,1.0,True,"{""faithfulness"": 5, ""utility"": 5, ""coherence"": 5, ""factuality"": 5}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,95,13,top_conf,0.3396332575793736,True,,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 4}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,82,0,top_conf,0.2108083508604221,False,,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 4, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,226,3,top_conf,0.3744447796376814,False,,True,42,selection_gain_v1,0.625,True,"{""faithfulness"": 3, ""utility"": 4, ""coherence"": 4, ""factuality"": 3}",,False
DS-R1-7B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/DeepSeek_R1_Distill_Qwen_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_c6dc12f4-4ab5-4e8e-8ac8-94c2d5407ac8_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_c6dc12f4-4ab5-4e8e-8ac8-94c2d5407ac8_processed.jsonl,1170,2,random,0.1072745469457631,False,0.0,True,42,selection_gain_v1,0.4375,True,"{""faithfulness"": 2, ""utility"": 3, ""coherence"": 3, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,200,10,random,0.230868760585562,False,0.0,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 4, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,52,6,random,0.1559467775888398,True,0.0,True,42,selection_gain_v1,0.8125,True,"{""faithfulness"": 4, ""utility"": 4, ""coherence"": 4, ""factuality"": 5}",,False
DS-R1-7B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/DeepSeek_R1_Distill_Qwen_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_c6dc12f4-4ab5-4e8e-8ac8-94c2d5407ac8_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_c6dc12f4-4ab5-4e8e-8ac8-94c2d5407ac8_processed.jsonl,1178,11,top_conf,0.2073874700193375,True,,True,42,selection_gain_v1,0.5,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 2, ""factuality"": 4}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,216,12,random,0.2185786128619687,False,0.0,True,42,selection_gain_v1,0.375,True,"{""faithfulness"": 2, ""utility"": 3, ""coherence"": 3, ""factuality"": 2}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,217,6,top_conf,0.3454111921477544,False,,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 4, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,252,9,top_conf,0.314235639356215,True,,True,42,selection_gain_v1,0.8125,True,"{""faithfulness"": 4, ""utility"": 4, ""coherence"": 4, ""factuality"": 5}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,200,13,top_conf,0.2647561050967409,False,,True,42,selection_gain_v1,0.375,True,"{""faithfulness"": 2, ""utility"": 3, ""coherence"": 3, ""factuality"": 2}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,82,1,random,0.1397905410229679,False,0.0,True,42,selection_gain_v1,0.4375,True,"{""faithfulness"": 2, ""utility"": 3, ""coherence"": 3, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,55,6,random,0.1601489902262998,True,0.0,True,42,selection_gain_v1,0.8125,True,"{""faithfulness"": 4, ""utility"": 4, ""coherence"": 4, ""factuality"": 5}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,252,12,random,0.0985901421429703,False,0.0,True,42,selection_gain_v1,0.5,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,232,5,random,0.1560620905115084,True,0.0,True,42,selection_gain_v1,1.0,True,"{""faithfulness"": 5, ""utility"": 5, ""coherence"": 5, ""factuality"": 5}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,195,2,random,0.1221537692143926,True,0.0,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 4}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,261,6,random,0.1083708786734382,False,0.0,True,42,selection_gain_v1,0.3125,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,232,4,top_conf,0.2205833180081312,True,,True,42,selection_gain_v1,0.8125,True,"{""faithfulness"": 4, ""utility"": 4, ""coherence"": 4, ""factuality"": 5}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,217,12,random,0.1862761626763587,False,0.0,True,42,selection_gain_v1,0.5,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,261,10,top_conf,0.2845266280394143,True,,True,42,selection_gain_v1,1.0,True,"{""faithfulness"": 5, ""utility"": 5, ""coherence"": 5, ""factuality"": 5}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,265,11,top_conf,0.2631364973645897,True,,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 4}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,262,14,top_conf,0.3787842812547728,True,,True,42,selection_gain_v1,0.4375,True,"{""faithfulness"": 2, ""utility"": 3, ""coherence"": 3, ""factuality"": 3}",,False
DS-R1-7B,GPQA,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/DeepSeek_R1_Distill_Qwen_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_2816a494-b8ce-40f4-bff8-bab69ac9a8b7_processed.jsonl,262,11,random,0.1306297603889541,False,0.0,True,42,selection_gain_v1,0.3125,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 3}",,False
DS-R1-7B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/DeepSeek_R1_Distill_Qwen_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_c6dc12f4-4ab5-4e8e-8ac8-94c2d5407ac8_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_c6dc12f4-4ab5-4e8e-8ac8-94c2d5407ac8_processed.jsonl,611,15,random,0.0782227372371431,True,0.0,True,42,selection_gain_v1,0.8125,True,"{""faithfulness"": 4, ""utility"": 4, ""coherence"": 4, ""factuality"": 5}",,False
