model,dataset,benchmark,question_id,reasoning_score_top_conf,mean_reasoning_score_random,selection_gain_question,n_random_valid,n_top_valid
DS-R1-7B,AQuA,AQuA,182,0.4375,0.3125,0.125,1,1
DS-R1-7B,AQuA,AQuA,186,1.0,0.75,0.25,1,1
DS-R1-7B,AQuA,AQuA,196,0.6875,0.3125,0.375,1,1
DS-R1-7B,AQuA,AQuA,202,1.0,0.875,0.125,1,1
DS-R1-7B,AQuA,AQuA,203,1.0,1.0,0.0,1,1
DS-R1-7B,AQuA,AQuA,210,0.25,0.375,-0.125,1,1
DS-R1-7B,AQuA,AQuA,219,1.0,1.0,0.0,1,1
DS-R1-7B,AQuA,AQuA,221,1.0,0.8125,0.1875,1,1
DS-R1-7B,AQuA,AQuA,223,1.0,1.0,0.0,1,1
DS-R1-7B,AQuA,AQuA,236,0.5625,0.8125,-0.25,1,1
DS-R1-7B,AQuA,AQuA,237,0.25,0.3125,-0.0625,1,1
DS-R1-7B,AQuA,AQuA,239,0.875,1.0,-0.125,1,1
DS-R1-7B,AQuA,AQuA,251,1.0,1.0,0.0,1,1
DS-R1-7B,AQuA,AQuA,253,0.5625,0.5625,0.0,1,1
DS-R1-7B,CommonsenseQA,CSQA,20,0.625,0.8125,-0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,21,0.8125,1.0,-0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,27,0.6875,0.8125,-0.125,1,1
DS-R1-7B,CommonsenseQA,CSQA,78,0.6875,0.625,0.0625,1,1
DS-R1-7B,CommonsenseQA,CSQA,112,0.625,0.625,0.0,1,1
DS-R1-7B,CommonsenseQA,CSQA,115,1.0,0.5625,0.4375,1,1
DS-R1-7B,CommonsenseQA,CSQA,118,0.8125,0.8125,0.0,1,1
DS-R1-7B,CommonsenseQA,CSQA,142,0.625,0.375,0.25,1,1
DS-R1-7B,CommonsenseQA,CSQA,184,1.0,0.8125,0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,195,0.75,1.0,-0.25,1,1
DS-R1-7B,CommonsenseQA,CSQA,199,0.4375,0.375,0.0625,1,1
DS-R1-7B,CommonsenseQA,CSQA,215,0.8125,0.8125,0.0,1,1
DS-R1-7B,CommonsenseQA,CSQA,313,0.8125,0.875,-0.0625,1,1
DS-R1-7B,CommonsenseQA,CSQA,319,0.8125,0.875,-0.0625,1,1
DS-R1-7B,CommonsenseQA,CSQA,333,0.6875,0.8125,-0.125,1,1
DS-R1-7B,CommonsenseQA,CSQA,353,0.5625,0.5,0.0625,1,1
DS-R1-7B,CommonsenseQA,CSQA,364,0.75,0.5625,0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,381,1.0,0.8125,0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,406,1.0,0.625,0.375,1,1
DS-R1-7B,CommonsenseQA,CSQA,419,0.875,0.8125,0.0625,1,1
DS-R1-7B,CommonsenseQA,CSQA,450,0.8125,0.5625,0.25,1,1
DS-R1-7B,CommonsenseQA,CSQA,452,0.875,0.8125,0.0625,1,1
DS-R1-7B,CommonsenseQA,CSQA,469,1.0,1.0,0.0,1,1
DS-R1-7B,CommonsenseQA,CSQA,481,0.8125,0.8125,0.0,1,1
DS-R1-7B,CommonsenseQA,CSQA,524,0.8125,1.0,-0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,528,0.625,0.6875,-0.0625,1,1
DS-R1-7B,CommonsenseQA,CSQA,549,0.5625,0.4375,0.125,1,1
DS-R1-7B,CommonsenseQA,CSQA,608,0.5625,0.625,-0.0625,1,1
DS-R1-7B,CommonsenseQA,CSQA,611,1.0,0.8125,0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,683,0.8125,0.625,0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,730,1.0,0.8125,0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,748,1.0,1.0,0.0,1,1
DS-R1-7B,CommonsenseQA,CSQA,754,0.3125,0.5625,-0.25,1,1
DS-R1-7B,CommonsenseQA,CSQA,768,0.875,1.0,-0.125,1,1
DS-R1-7B,CommonsenseQA,CSQA,775,0.375,0.3125,0.0625,1,1
DS-R1-7B,CommonsenseQA,CSQA,912,1.0,0.8125,0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,945,1.0,1.0,0.0,1,1
DS-R1-7B,CommonsenseQA,CSQA,971,0.625,0.625,0.0,1,1
DS-R1-7B,CommonsenseQA,CSQA,974,0.625,0.625,0.0,1,1
DS-R1-7B,CommonsenseQA,CSQA,980,0.6875,0.625,0.0625,1,1
DS-R1-7B,CommonsenseQA,CSQA,1003,0.625,0.375,0.25,1,1
DS-R1-7B,CommonsenseQA,CSQA,1041,0.5625,1.0,-0.4375,1,1
DS-R1-7B,CommonsenseQA,CSQA,1070,0.5625,0.8125,-0.25,1,1
DS-R1-7B,CommonsenseQA,CSQA,1074,0.8125,0.5625,0.25,1,1
DS-R1-7B,CommonsenseQA,CSQA,1091,0.8125,0.625,0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,1114,0.6875,0.875,-0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,1117,0.8125,1.0,-0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,1147,0.625,0.8125,-0.1875,1,1
DS-R1-7B,CommonsenseQA,CSQA,1170,0.5625,0.4375,0.125,1,1
DS-R1-7B,CommonsenseQA,CSQA,1178,0.5,0.5,0.0,1,1
DS-R1-7B,GPQA,GPQA,6,0.375,0.5625,-0.1875,1,1
DS-R1-7B,GPQA,GPQA,16,0.5,0.4375,0.0625,1,1
DS-R1-7B,GPQA,GPQA,17,0.6875,0.5625,0.125,1,1
DS-R1-7B,GPQA,GPQA,20,0.875,0.5625,0.3125,1,1
DS-R1-7B,GPQA,GPQA,41,1.0,0.6875,0.3125,1,1
DS-R1-7B,GPQA,GPQA,52,1.0,0.8125,0.1875,1,1
DS-R1-7B,GPQA,GPQA,55,0.6875,0.8125,-0.125,1,1
DS-R1-7B,GPQA,GPQA,82,0.5625,0.4375,0.125,1,1
DS-R1-7B,GPQA,GPQA,91,0.625,0.5625,0.0625,1,1
DS-R1-7B,GPQA,GPQA,95,0.5625,0.5,0.0625,1,1
DS-R1-7B,GPQA,GPQA,112,0.5625,0.625,-0.0625,1,1
DS-R1-7B,GPQA,GPQA,115,0.3125,0.5625,-0.25,1,1
DS-R1-7B,GPQA,GPQA,139,0.625,0.8125,-0.1875,1,1
DS-R1-7B,GPQA,GPQA,154,1.0,0.4375,0.5625,1,1
DS-R1-7B,GPQA,GPQA,158,0.5,0.8125,-0.3125,1,1
DS-R1-7B,GPQA,GPQA,180,0.625,0.375,0.25,1,1
DS-R1-7B,GPQA,GPQA,195,0.5,0.5625,-0.0625,1,1
DS-R1-7B,GPQA,GPQA,200,0.375,0.5625,-0.1875,1,1
DS-R1-7B,GPQA,GPQA,216,0.5,0.375,0.125,1,1
DS-R1-7B,GPQA,GPQA,217,0.5625,0.5,0.0625,1,1
DS-R1-7B,GPQA,GPQA,226,0.625,0.5625,0.0625,1,1
DS-R1-7B,GPQA,GPQA,232,0.8125,1.0,-0.1875,1,1
DS-R1-7B,GPQA,GPQA,252,0.8125,0.5,0.3125,1,1
DS-R1-7B,GPQA,GPQA,261,1.0,0.3125,0.6875,1,1
DS-R1-7B,GPQA,GPQA,262,0.4375,0.3125,0.125,1,1
DS-R1-7B,GPQA,GPQA,265,0.5625,0.5625,0.0,1,1
DS-R1-7B,GPQA,GPQA,266,1.0,0.5,0.5,1,1
DS-R1-7B,GPQA,GPQA,267,0.375,0.5625,-0.1875,1,1
DS-R1-7B,GPQA,GPQA,268,1.0,0.5625,0.4375,1,1
DS-R1-7B,GPQA,GPQA,270,0.6875,0.5625,0.125,1,1
DS-R1-7B,GPQA,GPQA,296,0.5625,0.5,0.0625,1,1
DS-R1-7B,GPQA,GPQA,301,0.625,0.625,0.0,1,1
DS-R1-7B,GPQA,GPQA,306,0.6875,0.5,0.1875,1,1
DS-R1-7B,GPQA,GPQA,327,0.875,0.875,0.0,1,1
DS-R1-7B,GPQA,GPQA,332,1.0,0.625,0.375,1,1
DS-R1-7B,GPQA,GPQA,335,0.6875,0.6875,0.0,1,1
DS-R1-7B,GPQA,GPQA,347,0.625,0.5625,0.0625,1,1
DS-R1-7B,GPQA,GPQA,355,0.5625,0.5625,0.0,1,1
DS-R1-7B,GPQA,GPQA,364,0.6875,0.5,0.1875,1,1
DS-R1-7B,GPQA,GPQA,366,0.4375,0.5625,-0.125,1,1
DS-R1-7B,GPQA,GPQA,388,0.625,0.5,0.125,1,1
DS-R1-7B,GPQA,GPQA,393,0.5625,0.625,-0.0625,1,1
DS-R1-7B,GPQA,GPQA,396,0.625,0.5625,0.0625,1,1
DS-R1-7B,GPQA,GPQA,406,0.6875,0.5625,0.125,1,1
DS-R1-7B,GPQA,GPQA,418,1.0,0.8125,0.1875,1,1
DS-R1-7B,GPQA,GPQA,424,1.0,0.4375,0.5625,1,1
DS-R1-7B,GPQA,GPQA,434,1.0,0.5625,0.4375,1,1
DS-R1-7B,GPQA,GPQA,440,0.6875,0.5,0.1875,1,1
DS-R1-7B,GPQA,GPQA,444,0.375,0.5625,-0.1875,1,1
DS-R1-7B,GPQA,GPQA,446,0.625,0.3125,0.3125,1,1
DS-R1-7B,GSM8K,GSM8K,16,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,17,1.0,0.5,0.5,1,1
DS-R1-7B,GSM8K,GSM8K,61,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,77,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,82,0.75,1.0,-0.25,1,1
DS-R1-7B,GSM8K,GSM8K,83,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,86,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,97,0.625,0.3125,0.3125,1,1
DS-R1-7B,GSM8K,GSM8K,123,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,203,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,206,1.0,0.875,0.125,1,1
DS-R1-7B,GSM8K,GSM8K,211,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,226,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,239,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,243,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,287,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,294,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,305,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,306,1.0,0.875,0.125,1,1
DS-R1-7B,GSM8K,GSM8K,310,1.0,0.75,0.25,1,1
DS-R1-7B,GSM8K,GSM8K,384,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,400,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,411,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,430,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,431,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,489,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,491,1.0,0.875,0.125,1,1
DS-R1-7B,GSM8K,GSM8K,493,1.0,0.625,0.375,1,1
DS-R1-7B,GSM8K,GSM8K,574,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,600,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,668,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,704,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,710,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,724,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,732,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,771,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,882,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,939,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,947,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,962,0.4375,0.4375,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,963,1.0,0.875,0.125,1,1
DS-R1-7B,GSM8K,GSM8K,1009,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,1058,0.375,1.0,-0.625,1,1
DS-R1-7B,GSM8K,GSM8K,1066,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,1100,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,1128,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,1166,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,1190,1.0,0.8125,0.1875,1,1
DS-R1-7B,GSM8K,GSM8K,1269,1.0,1.0,0.0,1,1
DS-R1-7B,GSM8K,GSM8K,1270,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,31,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,35,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,50,1.0,0.8125,0.1875,1,1
DS-R1-7B,MATH500,MATH500,60,0.5,0.5,0.0,1,1
DS-R1-7B,MATH500,MATH500,75,0.8125,0.625,0.1875,1,1
DS-R1-7B,MATH500,MATH500,84,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,90,0.875,0.625,0.25,1,1
DS-R1-7B,MATH500,MATH500,91,0.875,0.875,0.0,1,1
DS-R1-7B,MATH500,MATH500,101,0.5,0.375,0.125,1,1
DS-R1-7B,MATH500,MATH500,112,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,113,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,135,1.0,0.8125,0.1875,1,1
DS-R1-7B,MATH500,MATH500,136,0.6875,0.5625,0.125,1,1
DS-R1-7B,MATH500,MATH500,149,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,166,0.3125,0.3125,0.0,1,1
DS-R1-7B,MATH500,MATH500,169,1.0,0.875,0.125,1,1
DS-R1-7B,MATH500,MATH500,172,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,173,1.0,0.8125,0.1875,1,1
DS-R1-7B,MATH500,MATH500,177,0.5,0.75,-0.25,1,1
DS-R1-7B,MATH500,MATH500,190,0.875,0.6875,0.1875,1,1
DS-R1-7B,MATH500,MATH500,191,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,193,1.0,0.8125,0.1875,1,1
DS-R1-7B,MATH500,MATH500,233,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,234,1.0,0.5625,0.4375,1,1
DS-R1-7B,MATH500,MATH500,237,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,244,0.875,1.0,-0.125,1,1
DS-R1-7B,MATH500,MATH500,254,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,273,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,278,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,305,1.0,0.75,0.25,1,1
DS-R1-7B,MATH500,MATH500,308,0.375,0.3125,0.0625,1,1
DS-R1-7B,MATH500,MATH500,313,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,314,1.0,0.9375,0.0625,1,1
DS-R1-7B,MATH500,MATH500,325,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,327,0.5,0.5,0.0,1,1
DS-R1-7B,MATH500,MATH500,352,0.3125,0.375,-0.0625,1,1
DS-R1-7B,MATH500,MATH500,365,0.5625,1.0,-0.4375,1,1
DS-R1-7B,MATH500,MATH500,389,0.8125,0.6875,0.125,1,1
DS-R1-7B,MATH500,MATH500,392,0.5,0.3125,0.1875,1,1
DS-R1-7B,MATH500,MATH500,396,1.0,0.75,0.25,1,1
DS-R1-7B,MATH500,MATH500,402,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,405,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,421,0.5,0.5,0.0,1,1
DS-R1-7B,MATH500,MATH500,432,0.5,0.5625,-0.0625,1,1
DS-R1-7B,MATH500,MATH500,438,1.0,0.625,0.375,1,1
DS-R1-7B,MATH500,MATH500,449,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,460,0.6875,0.3125,0.375,1,1
DS-R1-7B,MATH500,MATH500,471,1.0,1.0,0.0,1,1
DS-R1-7B,MATH500,MATH500,478,0.375,0.5,-0.125,1,1
DS-R1-7B,MATH500,MATH500,498,0.75,0.5,0.25,1,1
DS-R1-7B,SVAMP,SVAMP,15,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,77,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,89,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,117,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,148,1.0,0.8125,0.1875,1,1
DS-R1-7B,SVAMP,SVAMP,166,1.0,0.8125,0.1875,1,1
DS-R1-7B,SVAMP,SVAMP,168,0.875,0.8125,0.0625,1,1
DS-R1-7B,SVAMP,SVAMP,179,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,193,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,209,1.0,0.875,0.125,1,1
DS-R1-7B,SVAMP,SVAMP,212,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,287,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,291,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,300,0.9375,1.0,-0.0625,1,1
DS-R1-7B,SVAMP,SVAMP,316,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,323,0.875,0.875,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,373,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,384,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,416,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,418,1.0,0.875,0.125,1,1
DS-R1-7B,SVAMP,SVAMP,421,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,432,1.0,0.625,0.375,1,1
DS-R1-7B,SVAMP,SVAMP,453,0.875,1.0,-0.125,1,1
DS-R1-7B,SVAMP,SVAMP,464,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,489,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,490,1.0,0.625,0.375,1,1
DS-R1-7B,SVAMP,SVAMP,523,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,541,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,582,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,593,1.0,0.875,0.125,1,1
DS-R1-7B,SVAMP,SVAMP,597,0.8125,1.0,-0.1875,1,1
DS-R1-7B,SVAMP,SVAMP,618,0.875,1.0,-0.125,1,1
DS-R1-7B,SVAMP,SVAMP,623,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,624,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,630,0.875,1.0,-0.125,1,1
DS-R1-7B,SVAMP,SVAMP,665,0.875,0.625,0.25,1,1
DS-R1-7B,SVAMP,SVAMP,673,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,719,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,725,0.875,0.5625,0.3125,1,1
DS-R1-7B,SVAMP,SVAMP,732,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,745,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,776,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,820,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,834,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,868,0.875,0.6875,0.1875,1,1
DS-R1-7B,SVAMP,SVAMP,874,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,938,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,952,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,958,1.0,1.0,0.0,1,1
DS-R1-7B,SVAMP,SVAMP,970,1.0,1.0,0.0,1,1
Gemma-7B,AQuA,AQuA,1,0.375,0.25,0.125,1,1
Gemma-7B,AQuA,AQuA,2,0.125,0.875,-0.75,1,1
Gemma-7B,AQuA,AQuA,7,0.0,0.25,-0.25,1,1
Gemma-7B,AQuA,AQuA,8,0.125,0.3125,-0.1875,1,1
Gemma-7B,AQuA,AQuA,13,0.25,0.25,0.0,1,1
Gemma-7B,AQuA,AQuA,14,0.0,0.3125,-0.3125,1,1
Gemma-7B,AQuA,AQuA,18,0.0,0.6875,-0.6875,1,1
Gemma-7B,AQuA,AQuA,19,0.25,0.25,0.0,1,1
Gemma-7B,AQuA,AQuA,20,0.0,0.0625,-0.0625,1,1
Gemma-7B,AQuA,AQuA,29,0.0,0.25,-0.25,1,1
Gemma-7B,AQuA,AQuA,32,0.375,0.3125,0.0625,1,1
Gemma-7B,AQuA,AQuA,37,0.8125,0.25,0.5625,1,1
Gemma-7B,AQuA,AQuA,47,0.25,1.0,-0.75,1,1
Gemma-7B,AQuA,AQuA,49,0.125,0.5,-0.375,1,1
Gemma-7B,AQuA,AQuA,54,0.3125,0.3125,0.0,1,1
Gemma-7B,AQuA,AQuA,59,0.0625,0.3125,-0.25,1,1
Gemma-7B,AQuA,AQuA,64,0.25,0.3125,-0.0625,1,1
Gemma-7B,AQuA,AQuA,67,0.1875,0.0625,0.125,1,1
Gemma-7B,AQuA,AQuA,76,0.3125,0.25,0.0625,1,1
Gemma-7B,AQuA,AQuA,80,0.125,0.3125,-0.1875,1,1
Gemma-7B,AQuA,AQuA,85,0.125,0.25,-0.125,1,1
Gemma-7B,AQuA,AQuA,94,0.25,0.3125,-0.0625,1,1
Gemma-7B,AQuA,AQuA,98,0.125,0.3125,-0.1875,1,1
Gemma-7B,AQuA,AQuA,104,0.1875,0.25,-0.0625,1,1
Gemma-7B,AQuA,AQuA,109,0.25,0.25,0.0,1,1
Gemma-7B,AQuA,AQuA,110,0.25,0.3125,-0.0625,1,1
Gemma-7B,AQuA,AQuA,112,0.0,0.375,-0.375,1,1
Gemma-7B,AQuA,AQuA,116,0.25,0.25,0.0,1,1
Gemma-7B,AQuA,AQuA,119,0.0,0.375,-0.375,1,1
Gemma-7B,AQuA,AQuA,125,0.3125,0.375,-0.0625,1,1
Gemma-7B,AQuA,AQuA,133,1.0,1.0,0.0,1,1
Gemma-7B,AQuA,AQuA,134,0.0,0.5625,-0.5625,1,1
Gemma-7B,AQuA,AQuA,146,0.0625,0.25,-0.1875,1,1
Gemma-7B,AQuA,AQuA,147,0.0,0.625,-0.625,1,1
Gemma-7B,AQuA,AQuA,149,0.0,0.25,-0.25,1,1
Gemma-7B,AQuA,AQuA,156,0.0,0.0625,-0.0625,1,1
Gemma-7B,AQuA,AQuA,159,0.25,0.3125,-0.0625,1,1
Gemma-7B,AQuA,AQuA,166,0.0625,1.0,-0.9375,1,1
Gemma-7B,AQuA,AQuA,172,0.25,0.3125,-0.0625,1,1
Gemma-7B,AQuA,AQuA,174,0.6875,0.75,-0.0625,1,1
Gemma-7B,AQuA,AQuA,183,0.25,0.0,0.25,1,1
Gemma-7B,AQuA,AQuA,189,0.25,0.3125,-0.0625,1,1
Gemma-7B,AQuA,AQuA,191,0.3125,0.3125,0.0,1,1
Gemma-7B,AQuA,AQuA,194,0.0,0.3125,-0.3125,1,1
Gemma-7B,AQuA,AQuA,201,0.0,0.375,-0.375,1,1
Gemma-7B,AQuA,AQuA,203,0.3125,1.0,-0.6875,1,1
Gemma-7B,AQuA,AQuA,207,0.0,0.5625,-0.5625,1,1
Gemma-7B,AQuA,AQuA,208,0.125,0.25,-0.125,1,1
Gemma-7B,AQuA,AQuA,220,0.0,0.25,-0.25,1,1
Gemma-7B,AQuA,AQuA,237,0.25,0.3125,-0.0625,1,1
Gemma-7B,CommonsenseQA,CSQA,18,0.0,0.4375,-0.4375,1,1
Gemma-7B,CommonsenseQA,CSQA,29,0.5,0.0,0.5,1,1
Gemma-7B,CommonsenseQA,CSQA,77,0.0,0.5625,-0.5625,1,1
Gemma-7B,CommonsenseQA,CSQA,137,0.0,0.0,0.0,1,1
Gemma-7B,CommonsenseQA,CSQA,156,0.0,0.3125,-0.3125,1,1
Gemma-7B,CommonsenseQA,CSQA,174,0.0,0.25,-0.25,1,1
Gemma-7B,CommonsenseQA,CSQA,179,0.0,0.375,-0.375,1,1
Gemma-7B,CommonsenseQA,CSQA,206,0.0,0.3125,-0.3125,1,1
Gemma-7B,CommonsenseQA,CSQA,225,0.25,0.0625,0.1875,1,1
Gemma-7B,CommonsenseQA,CSQA,266,0.0,0.0,0.0,1,1
Gemma-7B,CommonsenseQA,CSQA,285,0.0,0.0,0.0,1,1
Gemma-7B,CommonsenseQA,CSQA,385,0.0625,0.375,-0.3125,1,1
Gemma-7B,CommonsenseQA,CSQA,400,0.0,0.25,-0.25,1,1
Gemma-7B,CommonsenseQA,CSQA,433,0.0,0.25,-0.25,1,1
Gemma-7B,CommonsenseQA,CSQA,453,0.0,0.375,-0.375,1,1
Gemma-7B,CommonsenseQA,CSQA,473,0.3125,0.3125,0.0,1,1
Gemma-7B,CommonsenseQA,CSQA,488,0.0,0.25,-0.25,1,1
Gemma-7B,CommonsenseQA,CSQA,506,0.0,0.3125,-0.3125,1,1
Gemma-7B,CommonsenseQA,CSQA,509,0.0,0.4375,-0.4375,1,1
Gemma-7B,CommonsenseQA,CSQA,528,0.0,0.0625,-0.0625,1,1
Gemma-7B,CommonsenseQA,CSQA,545,0.3125,0.0,0.3125,1,1
Gemma-7B,CommonsenseQA,CSQA,546,0.375,0.0,0.375,1,1
Gemma-7B,CommonsenseQA,CSQA,554,0.3125,0.3125,0.0,1,1
Gemma-7B,CommonsenseQA,CSQA,577,0.0,0.8125,-0.8125,1,1
Gemma-7B,CommonsenseQA,CSQA,596,0.0,0.3125,-0.3125,1,1
Gemma-7B,CommonsenseQA,CSQA,613,0.0,0.3125,-0.3125,1,1
Gemma-7B,CommonsenseQA,CSQA,621,0.3125,0.0,0.3125,1,1
Gemma-7B,CommonsenseQA,CSQA,632,0.3125,0.3125,0.0,1,1
Gemma-7B,CommonsenseQA,CSQA,662,0.0,0.0,0.0,1,1
Gemma-7B,CommonsenseQA,CSQA,675,0.0,0.0,0.0,1,1
Gemma-7B,CommonsenseQA,CSQA,699,0.0,0.375,-0.375,1,1
Gemma-7B,CommonsenseQA,CSQA,754,0.3125,0.375,-0.0625,1,1
Gemma-7B,CommonsenseQA,CSQA,773,0.0,0.3125,-0.3125,1,1
Gemma-7B,CommonsenseQA,CSQA,781,0.25,0.3125,-0.0625,1,1
Gemma-7B,CommonsenseQA,CSQA,791,0.0,0.25,-0.25,1,1
Gemma-7B,CommonsenseQA,CSQA,825,0.0,0.25,-0.25,1,1
Gemma-7B,CommonsenseQA,CSQA,849,0.0,0.3125,-0.3125,1,1
