model,benchmark,resample_id,num_k4_top10,num_k8_top10,num_intersection,recall_k4_in_k8,jaccard
Phi-4-Reas.,MATH500,9,200,400,91,0.455,0.1787819253438114
Phi-4-Reas.,SVAMP,0,400,800,200,0.5,0.2
Phi-4-Reas.,SVAMP,1,400,800,208,0.52,0.20967741935483872
Phi-4-Reas.,SVAMP,2,400,800,199,0.4975,0.19880119880119881
Phi-4-Reas.,SVAMP,3,400,800,195,0.4875,0.19402985074626866
Phi-4-Reas.,SVAMP,4,400,800,199,0.4975,0.19880119880119881
Phi-4-Reas.,SVAMP,5,400,800,211,0.5275,0.21334681496461072
Phi-4-Reas.,SVAMP,6,400,800,185,0.4625,0.18226600985221675
Phi-4-Reas.,SVAMP,7,400,800,187,0.4675,0.18460019743336623
Phi-4-Reas.,SVAMP,8,400,800,202,0.505,0.20240480961923848
Phi-4-Reas.,SVAMP,9,400,800,193,0.4825,0.1916583912611718
Qwen2.5-7B,AQuA,0,102,204,53,0.5196078431372549,0.20948616600790515
Qwen2.5-7B,AQuA,1,102,204,50,0.49019607843137253,0.1953125
Qwen2.5-7B,AQuA,2,102,204,47,0.46078431372549017,0.18146718146718147
Qwen2.5-7B,AQuA,3,102,204,45,0.4411764705882353,0.1724137931034483
Qwen2.5-7B,AQuA,4,102,204,49,0.4803921568627451,0.19066147859922178
Qwen2.5-7B,AQuA,5,102,204,44,0.43137254901960786,0.16793893129770993
Qwen2.5-7B,AQuA,6,102,204,59,0.5784313725490197,0.2388663967611336
Qwen2.5-7B,AQuA,7,102,204,50,0.49019607843137253,0.1953125
Qwen2.5-7B,AQuA,8,102,204,43,0.4215686274509804,0.1634980988593156
Qwen2.5-7B,AQuA,9,102,204,47,0.46078431372549017,0.18146718146718147
Qwen2.5-7B,CommonsenseQA,0,489,977,229,0.46830265848670755,0.185125303152789
Qwen2.5-7B,CommonsenseQA,1,489,977,244,0.49897750511247446,0.19967266775777415
Qwen2.5-7B,CommonsenseQA,2,489,977,242,0.4948875255623722,0.1977124183006536
Qwen2.5-7B,CommonsenseQA,3,489,977,256,0.523517382413088,0.2115702479338843
Qwen2.5-7B,CommonsenseQA,4,489,977,242,0.4948875255623722,0.1977124183006536
Qwen2.5-7B,CommonsenseQA,5,489,977,255,0.5214723926380368,0.21056977704376548
Qwen2.5-7B,CommonsenseQA,6,489,977,246,0.5030674846625767,0.20163934426229507
Qwen2.5-7B,CommonsenseQA,7,489,977,249,0.50920245398773,0.20460147904683648
Qwen2.5-7B,CommonsenseQA,8,489,977,260,0.5316973415132924,0.2155887230514096
Qwen2.5-7B,CommonsenseQA,9,489,977,244,0.49897750511247446,0.19967266775777415
Qwen2.5-7B,GPQA,0,180,359,95,0.5277777777777778,0.21396396396396397
Qwen2.5-7B,GPQA,1,180,359,101,0.5611111111111111,0.23059360730593606
Qwen2.5-7B,GPQA,2,180,359,93,0.5166666666666667,0.2085201793721973
Qwen2.5-7B,GPQA,3,180,359,96,0.5333333333333333,0.21670428893905191
Qwen2.5-7B,GPQA,4,180,359,90,0.5,0.20044543429844097
Qwen2.5-7B,GPQA,5,180,359,85,0.4722222222222222,0.18722466960352424
Qwen2.5-7B,GPQA,6,180,359,81,0.45,0.17685589519650655
Qwen2.5-7B,GPQA,7,180,359,90,0.5,0.20044543429844097
Qwen2.5-7B,GPQA,8,180,359,96,0.5333333333333333,0.21670428893905191
Qwen2.5-7B,GPQA,9,180,359,82,0.45555555555555555,0.17943107221006566
Qwen2.5-7B,GSM8K,0,528,1056,254,0.4810606060606061,0.19097744360902255
Qwen2.5-7B,GSM8K,1,528,1056,239,0.45265151515151514,0.17769516728624535
Qwen2.5-7B,GSM8K,2,528,1056,271,0.5132575757575758,0.2063975628332064
Qwen2.5-7B,GSM8K,3,528,1056,247,0.4678030303030303,0.18474195961106957
Qwen2.5-7B,GSM8K,4,528,1056,220,0.4166666666666667,0.16129032258064516
Qwen2.5-7B,GSM8K,5,528,1056,267,0.5056818181818182,0.20273348519362186
Qwen2.5-7B,GSM8K,6,528,1056,248,0.4696969696969697,0.18562874251497005
Qwen2.5-7B,GSM8K,7,528,1056,270,0.5113636363636364,0.2054794520547945
Qwen2.5-7B,GSM8K,8,528,1056,254,0.4810606060606061,0.19097744360902255
Qwen2.5-7B,GSM8K,9,528,1056,252,0.4772727272727273,0.1891891891891892
Qwen2.5-7B,MATH500,0,200,400,90,0.45,0.17647058823529413
Qwen2.5-7B,MATH500,1,200,400,89,0.445,0.17416829745596868
Qwen2.5-7B,MATH500,2,200,400,113,0.565,0.23203285420944558
Qwen2.5-7B,MATH500,3,200,400,112,0.56,0.22950819672131148
Qwen2.5-7B,MATH500,4,200,400,99,0.495,0.19760479041916168
Qwen2.5-7B,MATH500,5,200,400,103,0.515,0.20724346076458752
Qwen2.5-7B,MATH500,6,200,400,102,0.51,0.20481927710843373
Qwen2.5-7B,MATH500,7,200,400,91,0.455,0.1787819253438114
Qwen2.5-7B,MATH500,8,200,400,97,0.485,0.19284294234592445
Qwen2.5-7B,MATH500,9,200,400,98,0.49,0.1952191235059761
Qwen2.5-7B,SVAMP,0,400,800,195,0.4875,0.19402985074626866
Qwen2.5-7B,SVAMP,1,400,800,199,0.4975,0.19880119880119881
Qwen2.5-7B,SVAMP,2,400,800,203,0.5075,0.20361083249749248
Qwen2.5-7B,SVAMP,3,400,800,196,0.49,0.1952191235059761
Qwen2.5-7B,SVAMP,4,400,800,209,0.5225,0.21089808274470231
Qwen2.5-7B,SVAMP,5,400,800,200,0.5,0.2
Qwen2.5-7B,SVAMP,6,400,800,206,0.515,0.20724346076458752
Qwen2.5-7B,SVAMP,7,400,800,199,0.4975,0.19880119880119881
Qwen2.5-7B,SVAMP,8,400,800,199,0.4975,0.19880119880119881
Qwen2.5-7B,SVAMP,9,400,800,230,0.575,0.23711340206185566
Qwen2.5-Math,AQuA,0,102,204,50,0.49019607843137253,0.1953125
Qwen2.5-Math,AQuA,1,102,204,49,0.4803921568627451,0.19066147859922178
Qwen2.5-Math,AQuA,2,102,204,54,0.5294117647058824,0.21428571428571427
Qwen2.5-Math,AQuA,3,102,204,46,0.45098039215686275,0.17692307692307693
Qwen2.5-Math,AQuA,4,102,204,39,0.38235294117647056,0.14606741573033707
Qwen2.5-Math,AQuA,5,102,204,54,0.5294117647058824,0.21428571428571427
Qwen2.5-Math,AQuA,6,102,204,53,0.5196078431372549,0.20948616600790515
Qwen2.5-Math,AQuA,7,102,204,59,0.5784313725490197,0.2388663967611336
Qwen2.5-Math,AQuA,8,102,204,49,0.4803921568627451,0.19066147859922178
Qwen2.5-Math,AQuA,9,102,204,58,0.5686274509803921,0.23387096774193547
Qwen2.5-Math,CommonsenseQA,0,489,977,232,0.47443762781186094,0.1880064829821718
Qwen2.5-Math,CommonsenseQA,1,489,977,229,0.46830265848670755,0.185125303152789
Qwen2.5-Math,CommonsenseQA,2,489,977,233,0.47648261758691207,0.18896999188969993
Qwen2.5-Math,CommonsenseQA,3,489,977,246,0.5030674846625767,0.20163934426229507
Qwen2.5-Math,CommonsenseQA,4,489,977,236,0.48261758691206547,0.191869918699187
Qwen2.5-Math,CommonsenseQA,5,489,977,228,0.4662576687116564,0.1841680129240711
Qwen2.5-Math,CommonsenseQA,6,489,977,249,0.50920245398773,0.20460147904683648
Qwen2.5-Math,CommonsenseQA,7,489,977,242,0.4948875255623722,0.1977124183006536
Qwen2.5-Math,CommonsenseQA,8,489,977,221,0.45194274028629855,0.17751004016064256
Qwen2.5-Math,CommonsenseQA,9,489,977,237,0.48466257668711654,0.19283970707892595
Qwen2.5-Math,GPQA,0,180,359,88,0.4888888888888889,0.1951219512195122
Qwen2.5-Math,GPQA,1,180,359,86,0.4777777777777778,0.18984547461368653
Qwen2.5-Math,GPQA,2,180,359,80,0.4444444444444444,0.17429193899782136
Qwen2.5-Math,GPQA,3,180,359,75,0.4166666666666667,0.16163793103448276
Qwen2.5-Math,GPQA,4,180,359,86,0.4777777777777778,0.18984547461368653
Qwen2.5-Math,GPQA,5,180,359,94,0.5222222222222223,0.21123595505617979
Qwen2.5-Math,GPQA,6,180,359,82,0.45555555555555555,0.17943107221006566
Qwen2.5-Math,GPQA,7,180,359,86,0.4777777777777778,0.18984547461368653
Qwen2.5-Math,GPQA,8,180,359,74,0.4111111111111111,0.15913978494623657
Qwen2.5-Math,GPQA,9,180,359,93,0.5166666666666667,0.2085201793721973
Qwen2.5-Math,GSM8K,0,528,1056,249,0.4715909090909091,0.18651685393258427
Qwen2.5-Math,GSM8K,1,528,1056,274,0.5189393939393939,0.20916030534351146
Qwen2.5-Math,GSM8K,2,528,1056,277,0.5246212121212122,0.21193573068094873
Qwen2.5-Math,GSM8K,3,528,1056,259,0.49053030303030304,0.19547169811320755
Qwen2.5-Math,GSM8K,4,528,1056,268,0.5075757575757576,0.20364741641337386
Qwen2.5-Math,GSM8K,5,528,1056,273,0.5170454545454546,0.20823798627002288
Qwen2.5-Math,GSM8K,6,528,1056,265,0.5018939393939394,0.20090978013646701
Qwen2.5-Math,GSM8K,7,528,1056,271,0.5132575757575758,0.2063975628332064
Qwen2.5-Math,GSM8K,8,528,1056,281,0.5321969696969697,0.21565617805065235
Qwen2.5-Math,GSM8K,9,528,1056,259,0.49053030303030304,0.19547169811320755
Qwen2.5-Math,MATH500,0,200,400,120,0.6,0.25
Qwen2.5-Math,MATH500,1,200,400,100,0.5,0.2
Qwen2.5-Math,MATH500,2,200,400,97,0.485,0.19284294234592445
Qwen2.5-Math,MATH500,3,200,400,94,0.47,0.1857707509881423
Qwen2.5-Math,MATH500,4,200,400,96,0.48,0.19047619047619047
Qwen2.5-Math,MATH500,5,200,400,100,0.5,0.2
Qwen2.5-Math,MATH500,6,200,400,104,0.52,0.20967741935483872
Qwen2.5-Math,MATH500,7,200,400,106,0.53,0.2145748987854251
Qwen2.5-Math,MATH500,8,200,400,90,0.45,0.17647058823529413
Qwen2.5-Math,MATH500,9,200,400,102,0.51,0.20481927710843373
Qwen2.5-Math,SVAMP,0,400,800,189,0.4725,0.18694362017804153
Qwen2.5-Math,SVAMP,1,400,800,197,0.4925,0.19641076769690927
Qwen2.5-Math,SVAMP,2,400,800,198,0.495,0.19760479041916168
Qwen2.5-Math,SVAMP,3,400,800,189,0.4725,0.18694362017804153
Qwen2.5-Math,SVAMP,4,400,800,204,0.51,0.20481927710843373
Qwen2.5-Math,SVAMP,5,400,800,194,0.485,0.19284294234592445
Qwen2.5-Math,SVAMP,6,400,800,211,0.5275,0.21334681496461072
Qwen2.5-Math,SVAMP,7,400,800,187,0.4675,0.18460019743336623
Qwen2.5-Math,SVAMP,8,400,800,202,0.505,0.20240480961923848
Qwen2.5-Math,SVAMP,9,400,800,188,0.47,0.1857707509881423
Qwen3-4B,AQuA,0,102,204,48,0.47058823529411764,0.18604651162790697
Qwen3-4B,AQuA,1,102,204,48,0.47058823529411764,0.18604651162790697
Qwen3-4B,AQuA,2,102,204,48,0.47058823529411764,0.18604651162790697
Qwen3-4B,AQuA,3,102,204,41,0.4019607843137255,0.15471698113207547
Qwen3-4B,AQuA,4,102,204,43,0.4215686274509804,0.1634980988593156
Qwen3-4B,AQuA,5,102,204,50,0.49019607843137253,0.1953125
Qwen3-4B,AQuA,6,102,204,53,0.5196078431372549,0.20948616600790515
Qwen3-4B,AQuA,7,102,204,49,0.4803921568627451,0.19066147859922178
Qwen3-4B,AQuA,8,102,204,55,0.5392156862745098,0.21912350597609562
Qwen3-4B,AQuA,9,102,204,42,0.4117647058823529,0.1590909090909091
Qwen3-4B,CommonsenseQA,0,489,977,250,0.5112474437627812,0.20559210526315788
Qwen3-4B,CommonsenseQA,1,489,977,249,0.50920245398773,0.20460147904683648
Qwen3-4B,CommonsenseQA,2,489,977,236,0.48261758691206547,0.191869918699187
Qwen3-4B,CommonsenseQA,3,489,977,260,0.5316973415132924,0.2155887230514096
Qwen3-4B,CommonsenseQA,4,489,977,254,0.5194274028629857,0.20957095709570958
Qwen3-4B,CommonsenseQA,5,489,977,236,0.48261758691206547,0.191869918699187
Qwen3-4B,CommonsenseQA,6,489,977,222,0.4539877300613497,0.17845659163987138
Qwen3-4B,CommonsenseQA,7,489,977,223,0.4560327198364008,0.17940466613032985
Qwen3-4B,CommonsenseQA,8,489,977,234,0.4785276073619632,0.18993506493506493
Qwen3-4B,CommonsenseQA,9,489,977,223,0.4560327198364008,0.17940466613032985
Qwen3-4B,GPQA,0,180,359,93,0.5166666666666667,0.2085201793721973
Qwen3-4B,GPQA,1,180,359,84,0.4666666666666667,0.18461538461538463
Qwen3-4B,GPQA,2,180,359,81,0.45,0.17685589519650655
Qwen3-4B,GPQA,3,180,359,91,0.5055555555555555,0.203125
Qwen3-4B,GPQA,4,180,359,86,0.4777777777777778,0.18984547461368653
Qwen3-4B,GPQA,5,180,359,89,0.49444444444444446,0.19777777777777777
Qwen3-4B,GPQA,6,180,359,82,0.45555555555555555,0.17943107221006566
Qwen3-4B,GPQA,7,180,359,89,0.49444444444444446,0.19777777777777777
Qwen3-4B,GPQA,8,180,359,88,0.4888888888888889,0.1951219512195122
Qwen3-4B,GPQA,9,180,359,103,0.5722222222222222,0.23623853211009174
Qwen3-4B,GSM8K,0,528,1056,271,0.5132575757575758,0.2063975628332064
Qwen3-4B,GSM8K,1,528,1056,251,0.4753787878787879,0.18829707426856715
Qwen3-4B,GSM8K,2,528,1056,256,0.48484848484848486,0.1927710843373494
Qwen3-4B,GSM8K,3,528,1056,231,0.4375,0.17073170731707318
Qwen3-4B,GSM8K,4,528,1056,247,0.4678030303030303,0.18474195961106957
Qwen3-4B,GSM8K,5,528,1056,253,0.4791666666666667,0.19008264462809918
Qwen3-4B,GSM8K,6,528,1056,265,0.5018939393939394,0.20090978013646701
Qwen3-4B,GSM8K,7,528,1056,266,0.5037878787878788,0.20182094081942337
Qwen3-4B,GSM8K,8,528,1056,275,0.5208333333333334,0.21008403361344538
Qwen3-4B,GSM8K,9,528,1056,265,0.5018939393939394,0.20090978013646701
Qwen3-4B,MATH500,0,200,400,109,0.545,0.2219959266802444
Qwen3-4B,MATH500,1,200,400,85,0.425,0.1650485436893204
Qwen3-4B,MATH500,2,200,400,98,0.49,0.1952191235059761
Qwen3-4B,MATH500,3,200,400,96,0.48,0.19047619047619047
Qwen3-4B,MATH500,4,200,400,91,0.455,0.1787819253438114
Qwen3-4B,MATH500,5,200,400,84,0.42,0.16279069767441862
Qwen3-4B,MATH500,6,200,400,104,0.52,0.20967741935483872
Qwen3-4B,MATH500,7,200,400,99,0.495,0.19760479041916168
Qwen3-4B,MATH500,8,200,400,89,0.445,0.17416829745596868
Qwen3-4B,MATH500,9,200,400,92,0.46,0.18110236220472442
Qwen3-4B,SVAMP,0,400,800,193,0.4825,0.1916583912611718
Qwen3-4B,SVAMP,1,400,800,200,0.5,0.2
Qwen3-4B,SVAMP,2,400,800,197,0.4925,0.19641076769690927
Qwen3-4B,SVAMP,3,400,800,168,0.42,0.16279069767441862
Qwen3-4B,SVAMP,4,400,800,207,0.5175,0.2084592145015106
Qwen3-4B,SVAMP,5,400,800,208,0.52,0.20967741935483872
Qwen3-4B,SVAMP,6,400,800,193,0.4825,0.1916583912611718
Qwen3-4B,SVAMP,7,400,800,190,0.475,0.18811881188118812
Qwen3-4B,SVAMP,8,400,800,183,0.4575,0.17994100294985252
Qwen3-4B,SVAMP,9,400,800,191,0.4775,0.18929633300297324
