model,benchmark,question_idx,trace_idx,bin_label,confidence,correct,faithfulness,utility,coherence,factuality,reasoning_score,judge_ok,source_file
DS-R1-7B,SVAMP,512,13,20-30,0.3047382488862173,True,4,5,4,5,0.875,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,751,6,20-30,0.30949243001630383,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,440,9,20-30,0.3126297512270781,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,784,7,20-30,0.30696749353133074,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,129,2,20-30,0.3076392960499891,True,4,5,4,5,0.875,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,390,0,20-30,0.3073789396831219,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,279,0,20-30,0.29685933747219456,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,71,6,20-30,0.30215954870333556,True,4,4,4,5,0.8125,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,783,8,20-30,0.3023176294328649,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,45,0,20-30,0.30287047412246704,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,250,8,30-40,0.29059764179963465,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,904,5,20-30,0.300339764601071,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,620,8,20-30,0.299451626717655,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,539,7,20-30,0.3048694339844051,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,75,0,20-30,0.30297882628696493,False,2,4,4,5,0.6875,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,550,14,30-40,0.2832199833702321,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,958,11,20-30,0.30961728599358923,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,800,12,30-40,0.28585230352252794,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,882,5,20-30,0.3006655068855535,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,676,7,30-40,0.28392274473319873,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,363,6,20-30,0.3019231109436435,True,4,5,4,5,0.875,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,843,15,30-40,0.28379100567577104,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,370,8,20-30,0.29760241867328613,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,618,14,30-40,0.27098184975307904,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,483,11,20-30,0.2962349569032418,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,468,15,30-40,0.28035486741987287,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,20,6,30-40,0.2837309491089982,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,355,13,20-30,0.3152409417484807,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,29,2,30-40,0.28131353588683605,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,660,4,30-40,0.2847297916883451,True,4,4,4,5,0.8125,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,866,13,30-40,0.2908999965318334,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,574,6,20-30,0.29776621033034834,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,14,7,20-30,0.3139880334938063,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,857,9,20-30,0.2956141448342243,True,3,4,4,5,0.75,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,652,9,30-40,0.29109071702989003,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,905,6,30-40,0.28095271156828505,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,450,2,20-30,0.2964671188938291,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,50,11,30-40,0.2737570068929775,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,637,12,20-30,0.31090936581678214,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,846,13,20-30,0.3003130346035498,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,328,3,20-30,0.3038253483073272,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,727,4,30-40,0.27799598420030724,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,332,11,20-30,0.30992773398928597,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,650,8,20-30,0.3035095671153336,True,4,5,4,5,0.875,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,82,1,30-40,0.2871880179404372,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,660,10,20-30,0.310056303469217,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,80,0,30-40,0.27919855614486544,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,1,1,30-40,0.27556062774069034,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,801,10,30-40,0.27400914024395473,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,361,3,30-40,0.2799612098975156,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,603,7,20-30,0.3122430141420811,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,415,9,30-40,0.2812142295064334,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,537,5,30-40,0.280411229464843,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,977,4,20-30,0.2993258922366215,True,2,2,3,2,0.3125,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,776,6,30-40,0.28869578805276946,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,327,12,30-40,0.28669869861497793,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,896,4,30-40,0.27226120490783845,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,124,11,30-40,0.28917544605373063,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,471,14,20-30,0.3098747652937231,False,2,3,4,2,0.4375,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,850,15,20-30,0.3088735966967387,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,573,2,30-40,0.27641932956351833,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,137,4,20-30,0.2922539513011529,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,205,11,30-40,0.27340750231344213,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,4,6,30-40,0.27482989888818943,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,915,3,30-40,0.2851459399127274,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,790,11,30-40,0.287060347883205,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,93,10,30-40,0.2815016128640848,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,584,15,30-40,0.2737455206476811,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,515,2,30-40,0.28529092947665186,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,465,15,30-40,0.2783075170237653,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,719,8,30-40,0.2841715920922522,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,772,13,30-40,0.28319888332264476,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,624,13,30-40,0.2876090904987361,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,339,14,30-40,0.27163667662025587,True,4,5,4,5,0.875,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,748,9,30-40,0.2734182727045724,False,3,4,4,5,0.75,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,744,13,30-40,0.2810673396017785,True,4,3,3,5,0.6875,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,976,14,30-40,0.27292904990292094,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,473,12,20-30,0.30374040522469103,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,583,6,30-40,0.2850480630705049,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,855,1,20-30,0.2931422513957218,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,444,4,30-40,0.2756834587066521,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,520,8,30-40,0.2776907931538865,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,904,10,20-30,0.29206603261468067,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,405,2,30-40,0.2749094135859656,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,555,13,30-40,0.2728387926479349,True,3,4,4,4,0.6875,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,511,1,30-40,0.27510803756698926,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,512,1,20-30,0.2938045215248042,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,250,4,30-40,0.271520223402744,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,586,5,40-50,0.2700254687692959,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,859,10,40-50,0.26759614749040345,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,885,12,40-50,0.266727031201936,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,906,6,40-50,0.26884520556264907,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,528,2,40-50,0.2663309691623511,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,29,12,30-40,0.27081690512511836,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,31,0,40-50,0.2692593274163121,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,510,0,40-50,0.26515254885912853,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,970,11,40-50,0.2605157312469533,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,260,3,40-50,0.26663330177707617,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,895,15,40-50,0.2593817726222246,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,620,6,40-50,0.2697324251319854,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,354,0,40-50,0.2682693264986942,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,480,10,40-50,0.25371630640100495,True,4,5,4,5,0.875,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,979,7,40-50,0.26355860150602894,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,645,15,40-50,0.25310203930193953,True,3,4,4,5,0.75,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,764,2,40-50,0.2658700988849362,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,991,5,40-50,0.26123046774492936,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,711,1,40-50,0.2642837034061399,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,678,14,40-50,0.2610037001891656,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,636,2,40-50,0.2607694649178989,False,2,3,4,2,0.4375,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,112,15,40-50,0.2533830503254218,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,113,6,40-50,0.2602245696226039,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,494,9,40-50,0.25900163134984716,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,994,12,40-50,0.2548537306994011,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,793,14,40-50,0.26354672918967753,True,5,5,4,5,0.9375,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,518,9,40-50,0.25982191680356514,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,863,13,40-50,0.2570361628156646,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,16,13,40-50,0.2537672379956417,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,423,2,40-50,0.2565725226292034,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,873,6,40-50,0.2524143648804412,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,992,2,40-50,0.2622784898236419,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,776,13,40-50,0.26520023943101007,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,634,4,40-50,0.2592741369044584,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,531,9,40-50,0.2521486513909739,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,127,4,40-50,0.2593096359242192,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,462,1,40-50,0.2525947713777055,False,2,3,3,2,0.375,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,12,5,40-50,0.2582098877633173,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,541,4,40-50,0.2690907583821103,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,96,0,40-50,0.2579218106757387,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,40,8,40-50,0.2570952528697286,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,825,10,40-50,0.25329807368327123,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,221,11,40-50,0.251809512270249,True,4,4,4,5,0.8125,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,925,0,40-50,0.2673829290214379,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,63,4,40-50,0.2637710134481547,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,128,15,40-50,0.25907567074347865,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,470,3,40-50,0.26067109376189335,True,3,4,3,5,0.6875,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,713,0,40-50,0.25258281532803034,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,576,1,40-50,0.25732344029616605,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,316,1,40-50,0.260273082433071,True,4,4,4,5,0.8125,True,judged_DS-R1-7B__SVAMP.json
DS-R1-7B,SVAMP,252,9,40-50,0.25163413150003544,True,5,5,5,5,1.0,True,judged_DS-R1-7B__SVAMP.json
Gemma-7B,AQuA,218,12,0-10,0.5955073753093225,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,153,9,0-10,0.569498483736942,False,3,3,4,3,0.5625,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,103,14,0-10,0.47419827058446967,False,2,1,1,2,0.125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,3,8,10-20,0.24592844784594284,False,2,2,3,2,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,49,6,0-10,0.4343872937357274,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,155,1,0-10,0.5698021556027687,False,1,1,1,1,0.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,82,10,0-10,0.3978109818498557,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,85,7,10-20,0.22720383166580563,False,2,2,2,3,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,55,13,0-10,0.41478527657257513,False,2,2,2,3,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,82,8,10-20,0.1918973351990556,True,1,1,1,1,0.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,146,12,0-10,0.8183437136787688,False,1,1,1,1,0.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,174,15,10-20,0.2073403741840247,True,3,3,4,5,0.6875,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,122,5,10-20,0.2842736692417383,True,1,1,1,1,0.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,47,10,10-20,0.2065986387474683,True,5,5,5,5,1.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,114,3,0-10,0.5415438193763565,False,2,2,2,3,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,251,10,0-10,0.5614144421096147,True,2,2,2,3,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,62,13,0-10,0.565499499240745,False,2,2,3,3,0.375,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,163,2,10-20,0.19116692100806346,True,2,2,2,3,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,217,0,0-10,0.7078180907829673,True,2,1,1,3,0.1875,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,118,0,10-20,0.2583058551934938,False,2,2,3,2,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,155,7,0-10,0.8654808302694981,False,1,1,1,1,0.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,60,5,0-10,0.3639824312874478,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,4,5,10-20,0.18454955582261517,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,138,12,10-20,0.21277580516508293,True,5,5,5,5,1.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,199,10,0-10,0.4005785409114513,False,2,2,2,3,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,29,9,10-20,0.2236316231227257,True,2,2,1,5,0.375,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,242,15,10-20,0.2363066075168134,True,4,5,4,5,0.875,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,253,8,10-20,0.19547428123916075,False,2,2,3,3,0.375,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,10,4,10-20,0.2462675458351051,False,2,2,3,2,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,199,7,10-20,0.2817542897120387,False,2,2,2,3,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,219,11,10-20,0.3223100027271023,True,5,5,5,5,1.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,157,13,10-20,0.22029644487572628,False,2,2,3,2,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,143,1,10-20,0.19943485574307496,True,5,5,5,5,1.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,28,14,0-10,0.5661604637976057,False,2,2,2,3,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,63,13,10-20,0.2712826629753557,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,200,3,10-20,0.2434848750122211,False,2,2,3,3,0.375,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,214,1,10-20,0.3114882102590112,True,2,2,2,3,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,221,1,10-20,0.3460972349185848,False,3,3,3,4,0.5625,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,96,4,10-20,0.24912637961505602,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,247,10,10-20,0.28270176124860036,False,2,3,3,2,0.375,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,155,15,10-20,0.19897875480865762,False,2,2,3,3,0.375,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,81,4,10-20,0.19750841686585172,True,5,5,5,5,1.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,120,15,10-20,0.20854962037511882,False,2,2,3,2,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,220,13,10-20,0.3381980380773668,False,2,2,3,2,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,48,3,10-20,0.21349986489114772,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,91,14,10-20,0.24336227784895226,False,2,2,3,3,0.375,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,186,1,10-20,0.24152878047170526,False,2,2,3,2,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,183,10,10-20,0.21949596627056886,False,1,1,1,1,0.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,38,14,10-20,0.24391794573498032,True,5,5,5,5,1.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,187,8,0-10,0.5205136869452522,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,76,1,10-20,0.20982143852557678,False,2,2,3,2,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,123,5,0-10,0.8435770927667096,True,1,1,1,5,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,246,2,10-20,0.21871591583000566,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,171,1,0-10,0.6470214099941655,False,2,1,2,1,0.125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,199,5,10-20,0.27030433166280043,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,117,8,10-20,0.22703659216582836,False,1,1,2,1,0.0625,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,222,10,0-10,0.42070772011615065,True,2,1,2,2,0.1875,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,135,0,0-10,0.6531361505544415,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,154,10,0-10,0.4362717464469331,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,161,14,0-10,0.6763867262054907,False,2,2,2,3,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,145,12,0-10,0.6628538539736835,False,2,1,2,2,0.1875,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,208,14,0-10,0.6277522742344308,False,2,1,1,3,0.1875,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,65,3,0-10,0.40860458114003095,False,2,2,3,3,0.375,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,183,3,0-10,0.6538629914391495,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,104,3,0-10,0.3512354098464923,True,1,1,1,1,0.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,136,2,0-10,0.5231717235997404,False,2,2,2,3,0.3125,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,134,5,0-10,0.8249480606799884,False,1,1,1,1,0.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,27,3,0-10,0.7253615909494684,False,1,1,1,1,0.0,True,judged_Gemma-7B__AQuA.json
Gemma-7B,AQuA,6,15,10-20,0.29488599365181084,False,2,2,2,2,0.25,True,judged_Gemma-7B__AQuA.json
