model,dataset,benchmark,jsonl_path,question_id,trace_id,selection_type,confidence,correct,random_draw_index,exclude_top_from_random,seed,policy_version
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,144,4,top_conf,0.956422399467711,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,144,6,random,0.04789349069892013,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,146,14,top_conf,0.266215068426443,True,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,146,1,random,0.1292571186208461,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,150,7,top_conf,0.8917176920205896,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,150,1,random,0.6443277574986346,True,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,157,10,top_conf,0.7227517049574119,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,157,15,random,0.4654700578405824,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,162,11,top_conf,0.6830878251903743,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,162,5,random,0.25681821590747006,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,163,15,top_conf,0.6061530610850897,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,163,4,random,0.1377216996811798,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,173,14,top_conf,0.5091262444319623,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,173,15,random,0.2265045035090076,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,181,4,top_conf,0.2683196311193824,True,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,181,9,random,0.16809313408186738,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,190,0,top_conf,0.8306706370632639,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,190,13,random,0.04575092228674792,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,203,6,top_conf,0.8381853602878542,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,203,8,random,0.23897047327211313,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,215,3,top_conf,0.7591878884589239,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,215,15,random,0.276937868464008,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,226,2,top_conf,0.7188754528979785,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,226,8,random,0.2983132812563359,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,248,7,top_conf,0.9179027183686245,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,248,11,random,0.2665161651616112,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,250,3,top_conf,0.7299384247248414,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,250,6,random,0.2139842891876376,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,252,7,top_conf,0.3107791031997312,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,252,15,random,0.07068008765616389,True,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,257,1,top_conf,0.2551612016789328,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,257,14,random,0.10047556987444708,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,266,3,top_conf,0.4700732283886128,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,266,11,random,0.0718274835160963,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,275,7,top_conf,0.5175829039966146,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,275,15,random,0.11283416737249952,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,289,6,top_conf,0.710584270449212,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,289,13,random,0.20034208623969127,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,292,0,top_conf,0.8970572325859965,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,292,15,random,0.06607649879998928,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,293,1,top_conf,0.8770064967222383,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,293,9,random,0.18118313531870597,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,306,6,top_conf,0.4068716219218496,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,306,4,random,0.1519132962276593,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,314,2,top_conf,0.23649144684705878,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,314,7,random,0.1375629398129199,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,341,6,top_conf,0.1070543067686693,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,341,3,random,0.03368157688335489,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,347,1,top_conf,0.35811388282753287,True,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,347,3,random,0.23027470348404727,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,376,11,top_conf,0.7046745271203295,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,376,15,random,0.2777220604483956,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,381,12,top_conf,0.6574093098631141,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,381,7,random,0.06328250921398602,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,383,2,top_conf,0.29171163765544816,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,383,8,random,0.14488731337635816,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,402,8,top_conf,0.6679582262458609,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,402,5,random,0.11846134987601163,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,403,1,top_conf,0.1856644556284805,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,403,0,random,0.02865570112966174,False,0.0,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,431,6,top_conf,0.27215519792284004,False,,True,42,selection_gain_v1
Gemma-7B,MATH500,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/gemma_7b/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_bd430c2c-e789-45b4-84c5-8a328c0a23ed_processed.jsonl,431,0,random,0.06810913963224763,False,0.0,True,42,selection_gain_v1
