pair_key,benchmark,acc_gap_pp,metric_gap_pp,estimator,is_frs
MATH500|DS-R1-7B|Phi-4,MATH500,2.8000000000000043,19.599999999999994,frs,1
MATH500|DS-R1-7B|Phi-4,MATH500,2.8000000000000043,4.875,random_single,0
MATH500|DS-R1-7B|Qwen2.5-Math,MATH500,0.0,16.5,frs,1
MATH500|DS-R1-7B|Qwen2.5-Math,MATH500,0.0,3.875,random_single,0
MATH500|DS-R1-7B|Phi-4-Reas.,MATH500,10.999999999999993,14.0,frs,1
MATH500|DS-R1-7B|Phi-4-Reas.,MATH500,10.999999999999993,7.0,random_single,0
MATH500|DS-R1-7B|Qwen2.5-7B,MATH500,3.0,18.400000000000006,frs,1
MATH500|DS-R1-7B|Qwen2.5-7B,MATH500,3.0,3.25,random_single,0
MATH500|DS-R1-7B|LLaMA-3.1-8B,MATH500,28.0,33.4,frs,1
MATH500|DS-R1-7B|LLaMA-3.1-8B,MATH500,28.0,25.374999999999993,random_single,0
MATH500|DS-R1-7B|Gemma-7B,MATH500,45.400000000000006,75.1,frs,1
MATH500|DS-R1-7B|Gemma-7B,MATH500,45.400000000000006,42.0,random_single,0
MATH500|DS-R1-1.5B|Qwen3-4B,MATH500,6.599999999999994,21.0,frs,1
MATH500|DS-R1-1.5B|Qwen3-4B,MATH500,6.599999999999994,3.625,random_single,0
MATH500|DS-R1-1.5B|Phi-4,MATH500,17.599999999999994,10.099999999999994,frs,1
MATH500|DS-R1-1.5B|Phi-4,MATH500,17.599999999999994,12.25,random_single,0
MATH500|DS-R1-1.5B|Qwen2.5-Math,MATH500,20.4,7.0,frs,1
MATH500|DS-R1-1.5B|Qwen2.5-Math,MATH500,20.4,3.5,random_single,0
MATH500|DS-R1-1.5B|Phi-4-Reas.,MATH500,31.39999999999999,4.5,frs,1
MATH500|DS-R1-1.5B|Phi-4-Reas.,MATH500,31.39999999999999,14.375,random_single,0
MATH500|DS-R1-1.5B|Qwen2.5-7B,MATH500,17.4,8.900000000000006,frs,1
MATH500|DS-R1-1.5B|Qwen2.5-7B,MATH500,17.4,4.125,random_single,0
MATH500|DS-R1-1.5B|LLaMA-3.1-8B,MATH500,7.600000000000001,23.9,frs,1
MATH500|DS-R1-1.5B|LLaMA-3.1-8B,MATH500,7.600000000000001,17.999999999999993,random_single,0
MATH500|DS-R1-1.5B|Gemma-7B,MATH500,25.000000000000004,65.6,frs,1
MATH500|DS-R1-1.5B|Gemma-7B,MATH500,25.000000000000004,34.625,random_single,0
MATH500|Phi-4|Qwen3-4B,MATH500,11.0,10.900000000000006,frs,1
MATH500|Phi-4|Qwen3-4B,MATH500,11.0,15.875,random_single,0
MATH500|Qwen2.5-Math|Qwen3-4B,MATH500,13.800000000000004,14.0,frs,1
MATH500|Qwen2.5-Math|Qwen3-4B,MATH500,13.800000000000004,7.125,random_single,0
MATH500|Phi-4-Reas.|Qwen3-4B,MATH500,24.799999999999997,16.5,frs,1
MATH500|Phi-4-Reas.|Qwen3-4B,MATH500,24.799999999999997,18.0,random_single,0
MATH500|Qwen2.5-7B|Qwen3-4B,MATH500,10.800000000000004,12.099999999999994,frs,1
MATH500|Qwen2.5-7B|Qwen3-4B,MATH500,10.800000000000004,7.75,random_single,0
MATH500|LLaMA-3.1-8B|Qwen3-4B,MATH500,14.199999999999996,2.8999999999999986,frs,1
MATH500|LLaMA-3.1-8B|Qwen3-4B,MATH500,14.199999999999996,14.374999999999993,random_single,0
MATH500|Gemma-7B|Qwen3-4B,MATH500,31.599999999999998,44.6,frs,1
MATH500|Gemma-7B|Qwen3-4B,MATH500,31.599999999999998,31.0,random_single,0
MATH500|Phi-4|Qwen2.5-Math,MATH500,2.8000000000000043,3.0999999999999943,frs,1
MATH500|Phi-4|Qwen2.5-Math,MATH500,2.8000000000000043,8.75,random_single,0
MATH500|Phi-4|Phi-4-Reas.,MATH500,13.799999999999997,5.599999999999994,frs,1
MATH500|Phi-4|Phi-4-Reas.,MATH500,13.799999999999997,2.125,random_single,0
MATH500|Phi-4|Qwen2.5-7B,MATH500,0.19999999999999574,1.1999999999999886,frs,1
MATH500|Phi-4|Qwen2.5-7B,MATH500,0.19999999999999574,8.125,random_single,0
MATH500|LLaMA-3.1-8B|Phi-4,MATH500,25.199999999999996,13.800000000000004,frs,1
MATH500|LLaMA-3.1-8B|Phi-4,MATH500,25.199999999999996,30.249999999999993,random_single,0
MATH500|Gemma-7B|Phi-4,MATH500,42.599999999999994,55.50000000000001,frs,1
MATH500|Gemma-7B|Phi-4,MATH500,42.599999999999994,46.875,random_single,0
MATH500|Phi-4-Reas.|Qwen2.5-Math,MATH500,10.999999999999993,2.5,frs,1
MATH500|Phi-4-Reas.|Qwen2.5-Math,MATH500,10.999999999999993,10.875,random_single,0
MATH500|Qwen2.5-7B|Qwen2.5-Math,MATH500,3.0,1.9000000000000057,frs,1
MATH500|Qwen2.5-7B|Qwen2.5-Math,MATH500,3.0,0.625,random_single,0
MATH500|LLaMA-3.1-8B|Qwen2.5-Math,MATH500,28.0,16.9,frs,1
MATH500|LLaMA-3.1-8B|Qwen2.5-Math,MATH500,28.0,21.499999999999993,random_single,0
MATH500|Gemma-7B|Qwen2.5-Math,MATH500,45.400000000000006,58.6,frs,1
MATH500|Gemma-7B|Qwen2.5-Math,MATH500,45.400000000000006,38.125,random_single,0
MATH500|Phi-4-Reas.|Qwen2.5-7B,MATH500,13.999999999999993,4.400000000000006,frs,1
MATH500|Phi-4-Reas.|Qwen2.5-7B,MATH500,13.999999999999993,10.25,random_single,0
MATH500|LLaMA-3.1-8B|Phi-4-Reas.,MATH500,38.99999999999999,19.4,frs,1
MATH500|LLaMA-3.1-8B|Phi-4-Reas.,MATH500,38.99999999999999,32.37499999999999,random_single,0
MATH500|Gemma-7B|Phi-4-Reas.,MATH500,56.39999999999999,61.1,frs,1
MATH500|Gemma-7B|Phi-4-Reas.,MATH500,56.39999999999999,49.0,random_single,0
MATH500|LLaMA-3.1-8B|Qwen2.5-7B,MATH500,25.0,14.999999999999993,frs,1
MATH500|LLaMA-3.1-8B|Qwen2.5-7B,MATH500,25.0,22.124999999999993,random_single,0
MATH500|Gemma-7B|Qwen2.5-7B,MATH500,42.400000000000006,56.699999999999996,frs,1
MATH500|Gemma-7B|Qwen2.5-7B,MATH500,42.400000000000006,38.75,random_single,0
MATH500|Gemma-7B|LLaMA-3.1-8B,MATH500,17.400000000000002,41.7,frs,1
MATH500|Gemma-7B|LLaMA-3.1-8B,MATH500,17.400000000000002,16.625000000000007,random_single,0
SVAMP|DS-R1-1.5B|DS-R1-7B,SVAMP,25.299999999999997,2.0999999999999943,frs,1
SVAMP|DS-R1-1.5B|DS-R1-7B,SVAMP,25.299999999999997,21.125,random_single,0
SVAMP|DS-R1-7B|Qwen3-4B,SVAMP,11.599999999999994,8.0,frs,1
SVAMP|DS-R1-7B|Qwen3-4B,SVAMP,11.599999999999994,11.0,random_single,0
SVAMP|DS-R1-7B|Phi-4,SVAMP,1.2000000000000028,23.5,frs,1
SVAMP|DS-R1-7B|Phi-4,SVAMP,1.2000000000000028,10.5,random_single,0
SVAMP|DS-R1-7B|Qwen2.5-Math,SVAMP,0.29999999999999716,24.5,frs,1
SVAMP|DS-R1-7B|Qwen2.5-Math,SVAMP,0.29999999999999716,10.25,random_single,0
SVAMP|DS-R1-7B|Phi-4-Reas.,SVAMP,3.5,24.200000000000003,frs,1
SVAMP|DS-R1-7B|Phi-4-Reas.,SVAMP,3.5,4.875,random_single,0
SVAMP|DS-R1-7B|Qwen2.5-7B,SVAMP,2.5,34.099999999999994,frs,1
SVAMP|DS-R1-7B|Qwen2.5-7B,SVAMP,2.5,16.75,random_single,0
SVAMP|DS-R1-7B|LLaMA-3.1-8B,SVAMP,5.8999999999999915,19.0,frs,1
SVAMP|DS-R1-7B|LLaMA-3.1-8B,SVAMP,5.8999999999999915,15.75,random_single,0
SVAMP|DS-R1-7B|Gemma-7B,SVAMP,53.3,67.9,frs,1
SVAMP|DS-R1-7B|Gemma-7B,SVAMP,53.3,42.5,random_single,0
SVAMP|DS-R1-1.5B|Qwen3-4B,SVAMP,13.700000000000003,5.900000000000006,frs,1
SVAMP|DS-R1-1.5B|Qwen3-4B,SVAMP,13.700000000000003,10.125,random_single,0
SVAMP|DS-R1-1.5B|Phi-4,SVAMP,26.5,21.400000000000006,frs,1
SVAMP|DS-R1-1.5B|Phi-4,SVAMP,26.5,10.625,random_single,0
SVAMP|DS-R1-1.5B|Qwen2.5-Math,SVAMP,25.0,22.400000000000006,frs,1
SVAMP|DS-R1-1.5B|Qwen2.5-Math,SVAMP,25.0,10.875,random_single,0
SVAMP|DS-R1-1.5B|Phi-4-Reas.,SVAMP,28.799999999999997,22.10000000000001,frs,1
SVAMP|DS-R1-1.5B|Phi-4-Reas.,SVAMP,28.799999999999997,16.25,random_single,0
SVAMP|DS-R1-1.5B|Qwen2.5-7B,SVAMP,27.799999999999997,32.0,frs,1
SVAMP|DS-R1-1.5B|Qwen2.5-7B,SVAMP,27.799999999999997,4.375,random_single,0
SVAMP|DS-R1-1.5B|LLaMA-3.1-8B,SVAMP,19.400000000000006,16.900000000000006,frs,1
SVAMP|DS-R1-1.5B|LLaMA-3.1-8B,SVAMP,19.400000000000006,5.375,random_single,0
SVAMP|DS-R1-1.5B|Gemma-7B,SVAMP,28.0,65.80000000000001,frs,1
SVAMP|DS-R1-1.5B|Gemma-7B,SVAMP,28.0,21.375,random_single,0
SVAMP|Phi-4|Qwen3-4B,SVAMP,12.799999999999997,15.5,frs,1
SVAMP|Phi-4|Qwen3-4B,SVAMP,12.799999999999997,0.5,random_single,0
SVAMP|Qwen2.5-Math|Qwen3-4B,SVAMP,11.299999999999997,16.5,frs,1
SVAMP|Qwen2.5-Math|Qwen3-4B,SVAMP,11.299999999999997,0.75,random_single,0
SVAMP|Phi-4-Reas.|Qwen3-4B,SVAMP,15.099999999999994,16.200000000000003,frs,1
SVAMP|Phi-4-Reas.|Qwen3-4B,SVAMP,15.099999999999994,6.125,random_single,0
SVAMP|Qwen2.5-7B|Qwen3-4B,SVAMP,14.099999999999994,26.099999999999994,frs,1
SVAMP|Qwen2.5-7B|Qwen3-4B,SVAMP,14.099999999999994,5.75,random_single,0
SVAMP|LLaMA-3.1-8B|Qwen3-4B,SVAMP,5.700000000000003,11.0,frs,1
SVAMP|LLaMA-3.1-8B|Qwen3-4B,SVAMP,5.700000000000003,4.75,random_single,0
SVAMP|Gemma-7B|Qwen3-4B,SVAMP,41.7,59.9,frs,1
SVAMP|Gemma-7B|Qwen3-4B,SVAMP,41.7,31.5,random_single,0
SVAMP|Phi-4|Qwen2.5-Math,SVAMP,1.5,1.0,frs,1
SVAMP|Phi-4|Qwen2.5-Math,SVAMP,1.5,0.25,random_single,0
SVAMP|Phi-4|Phi-4-Reas.,SVAMP,2.299999999999997,0.7000000000000028,frs,1
SVAMP|Phi-4|Phi-4-Reas.,SVAMP,2.299999999999997,5.625,random_single,0
SVAMP|Phi-4|Qwen2.5-7B,SVAMP,1.2999999999999972,10.599999999999994,frs,1
SVAMP|Phi-4|Qwen2.5-7B,SVAMP,1.2999999999999972,6.25,random_single,0
SVAMP|LLaMA-3.1-8B|Phi-4,SVAMP,7.099999999999994,4.5,frs,1
SVAMP|LLaMA-3.1-8B|Phi-4,SVAMP,7.099999999999994,5.25,random_single,0
SVAMP|Gemma-7B|Phi-4,SVAMP,54.5,44.4,frs,1
SVAMP|Gemma-7B|Phi-4,SVAMP,54.5,32.0,random_single,0
SVAMP|Phi-4-Reas.|Qwen2.5-Math,SVAMP,3.799999999999997,0.29999999999999716,frs,1
SVAMP|Phi-4-Reas.|Qwen2.5-Math,SVAMP,3.799999999999997,5.375,random_single,0
SVAMP|Qwen2.5-7B|Qwen2.5-Math,SVAMP,2.799999999999997,9.599999999999994,frs,1
SVAMP|Qwen2.5-7B|Qwen2.5-Math,SVAMP,2.799999999999997,6.5,random_single,0
SVAMP|LLaMA-3.1-8B|Qwen2.5-Math,SVAMP,5.599999999999994,5.5,frs,1
SVAMP|LLaMA-3.1-8B|Qwen2.5-Math,SVAMP,5.599999999999994,5.5,random_single,0
SVAMP|Gemma-7B|Qwen2.5-Math,SVAMP,53.0,43.4,frs,1
SVAMP|Gemma-7B|Qwen2.5-Math,SVAMP,53.0,32.25,random_single,0
SVAMP|Phi-4-Reas.|Qwen2.5-7B,SVAMP,1.0,9.899999999999991,frs,1
SVAMP|Phi-4-Reas.|Qwen2.5-7B,SVAMP,1.0,11.875,random_single,0
SVAMP|LLaMA-3.1-8B|Phi-4-Reas.,SVAMP,9.399999999999991,5.200000000000003,frs,1
SVAMP|LLaMA-3.1-8B|Phi-4-Reas.,SVAMP,9.399999999999991,10.875,random_single,0
SVAMP|Gemma-7B|Phi-4-Reas.,SVAMP,56.8,43.699999999999996,frs,1
SVAMP|Gemma-7B|Phi-4-Reas.,SVAMP,56.8,37.625,random_single,0
SVAMP|LLaMA-3.1-8B|Qwen2.5-7B,SVAMP,8.399999999999991,15.099999999999994,frs,1
SVAMP|LLaMA-3.1-8B|Qwen2.5-7B,SVAMP,8.399999999999991,1.0,random_single,0
SVAMP|Gemma-7B|Qwen2.5-7B,SVAMP,55.8,33.800000000000004,frs,1
SVAMP|Gemma-7B|Qwen2.5-7B,SVAMP,55.8,25.75,random_single,0
SVAMP|Gemma-7B|LLaMA-3.1-8B,SVAMP,47.400000000000006,48.9,frs,1
SVAMP|Gemma-7B|LLaMA-3.1-8B,SVAMP,47.400000000000006,26.75,random_single,0
