model,benchmark,jsonl_path,n_questions,n_trace0_slot,n_trace0_has_code,n_trace0_has_token_probs,n_trace0_correct,k1_accuracy_pct,trace0_correct_coverage,n_lines_trace_count_ne_16,frs_judge_path,has_frs_judge,n_questions_jsonl,n_frs_judged_trace0,trace0_judged_coverage,n_frs_judged_all_traces,n_frs_judged_trace0_all,frs_judge_trace0_fraction_of_judged,n_trace0_four_dims,k1_rs_mean_pct,k1_rs_n,top_bin_0_10_count,top_bin_other_count,mean_confidence_trace0_judged,n_unfiltered_judged_total,n_unfiltered_trace0,n_unfiltered_random_not_t0,bootstrap_k1_accuracy_pct_mean,bootstrap_k1_accuracy_pct_std,note
Phi-4-Reas.,SVAMP,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Phi_4_reasoning/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e8897f09-a48b-41da-b17e-80ab70f50b90_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e8897f09-a48b-41da-b17e-80ab70f50b90_processed.jsonl,1000,1000.0,997.0,1000.0,935.0,93.5,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Phi-4-Reas.__SVAMP.json,True,1000.0,17.0,0.017,250.0,17.0,0.068,17.0,90.44117647058823,17.0,1.0,16.0,0.1891944004311702,5.0,5.0,0.0,94.69999999999999,22.403347964087864,
Qwen2.5-7B,AQuA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/Qwen2.5_7B_Instruct/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_99419048-ed0d-48bf-8841-7ced9d2a5bd9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_99419048-ed0d-48bf-8841-7ced9d2a5bd9.jsonl,254,254.0,254.0,254.0,168.0,66.14173228346456,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-7B__AQuA.json,True,254.0,20.0,0.07874015748031496,250.0,20.0,0.08,20.0,70.0,20.0,7.0,13.0,0.7841861796144741,6.0,6.0,0.0,61.811023622047244,48.58497423071707,
Qwen2.5-7B,CommonsenseQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_7B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_55f65fad-5adf-4101-8d34-558d45cc1ee7_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_55f65fad-5adf-4101-8d34-558d45cc1ee7_processed.jsonl,1221,1221.0,1221.0,1221.0,987.0,80.83538083538083,1.0,0.0,,False,1221.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,80.999180999181,39.23073766041133,
Qwen2.5-7B,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_7B_Instruct/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6edb027b-33f3-4829-953d-d5d172771f99_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_6edb027b-33f3-4829-953d-d5d172771f99_processed.jsonl,448,448.0,448.0,448.0,130.0,29.017857142857142,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-7B__GPQA.json,True,448.0,12.0,0.026785714285714284,250.0,12.0,0.048,12.0,49.479166666666664,12.0,2.0,10.0,0.48002039846595007,12.0,12.0,0.0,32.36607142857143,46.78722649546301,
Qwen2.5-7B,GSM8K,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_7B_Instruct/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_3e29bacf-70a3-4d2b-9320-4b7a5c8f25ac_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_3e29bacf-70a3-4d2b-9320-4b7a5c8f25ac_processed.jsonl,1319,1319.0,1319.0,1319.0,1029.0,78.01364670204701,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-7B__GSM8K.json,True,1319.0,17.0,0.01288855193328279,250.0,17.0,0.068,17.0,70.58823529411765,17.0,4.0,13.0,0.7378421299135637,6.0,6.0,0.0,77.02805155420774,42.065240153636225,
Qwen2.5-7B,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_7B_Instruct/math500__test_math500_-1_seed42_t0.7_s0_e-1_912d17ef-947c-4554-a9fb-d2e2de688295_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_912d17ef-947c-4554-a9fb-d2e2de688295_processed.jsonl,500,500.0,500.0,500.0,250.0,50.0,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-7B__MATH500.json,True,500.0,18.0,0.036,250.0,18.0,0.072,18.0,62.15277777777778,18.0,3.0,15.0,0.7688220689393999,5.0,5.0,0.0,51.2,49.98559792580259,
Qwen2.5-7B,SVAMP,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_7B_Instruct/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_9e43cdce-7f05-4b23-b911-5a4da43d5941_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_9e43cdce-7f05-4b23-b911-5a4da43d5941_processed.jsonl,1000,1000.0,1000.0,1000.0,825.0,82.5,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-7B__SVAMP.json,True,1000.0,13.0,0.013,250.0,13.0,0.052,13.0,60.09615384615385,13.0,3.0,10.0,0.6935602736977677,8.0,8.0,0.0,80.4,39.69685126052191,
Qwen2.5-Math,AQuA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_006cc445-ea42-4bd9-bffa-608c58883403.jsonl,254,254.0,254.0,254.0,143.0,56.2992125984252,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__AQuA.json,True,254.0,11.0,0.04330708661417323,250.0,11.0,0.044,11.0,79.54545454545455,11.0,2.0,9.0,0.43250230312841437,7.0,7.0,0.0,55.118110236220474,49.73735967670475,
Qwen2.5-Math,CommonsenseQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_2d85d3bd-1a27-4783-8b2e-85e02dd2bfce_processed.jsonl,1221,1221.0,1179.0,1221.0,577.0,47.256347256347254,1.0,0.0,,False,1221.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.812448812448814,49.98589523232474,
Qwen2.5-Math,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_f468c946-01e4-4069-bcf8-912b58e77bc2_processed.jsonl,448,448.0,421.0,448.0,133.0,29.6875,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GPQA.json,True,448.0,14.0,0.03125,250.0,14.0,0.056,14.0,61.607142857142854,14.0,4.0,10.0,0.216889618402399,7.0,7.0,0.0,30.580357142857146,46.074694478650876,
Qwen2.5-Math,GSM8K,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen2.5_Math_7B/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_528e5291-b1f0-44c3-aebf-ab32978f6a62_processed.jsonl,1319,1319.0,1315.0,1319.0,953.0,72.25170583775588,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__GSM8K.json,True,1319.0,13.0,0.009855951478392721,250.0,13.0,0.052,13.0,81.73076923076923,13.0,2.0,11.0,0.4295755397106263,10.0,10.0,0.0,69.74981046247157,45.93413748723763,
Qwen2.5-Math,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1/math500__test_custom_custom_-1_seed42_t0.7_s0_e-1.jsonl,500,500.0,500.0,500.0,319.0,63.8,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__MATH500.json,True,500.0,23.0,0.046,250.0,23.0,0.092,23.0,77.71739130434783,23.0,5.0,18.0,0.5180688245106888,8.0,8.0,0.0,62.8,48.33383907781379,
Qwen2.5-Math,SVAMP,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen2.5_Math_7B/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_e973610b-dc1a-4a7c-9737-cd64dad3639c_processed.jsonl,1000,1000.0,999.0,1000.0,740.0,74.0,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen2.5-Math__SVAMP.json,True,1000.0,17.0,0.017,250.0,17.0,0.068,17.0,91.91176470588235,17.0,4.0,13.0,0.4050538684284524,8.0,8.0,0.0,77.10000000000001,42.01892430798294,
Qwen3-4B,AQuA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/Qwen3_4B_Thinking_2507/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_07706ba0-2dc8-4c97-bc29-1a5dc653833f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_07706ba0-2dc8-4c97-bc29-1a5dc653833f.jsonl,254,254.0,254.0,254.0,131.0,51.574803149606296,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen3-4B__AQuA.json,True,254.0,16.0,0.06299212598425197,250.0,16.0,0.064,16.0,73.4375,16.0,2.0,14.0,0.30919417954504175,6.0,6.0,0.0,46.06299212598425,49.8447586913603,
Qwen3-4B,CommonsenseQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/Qwen3_4B_Thinking_2507/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_be300247-2862-42c9-a305-36a1052ca7bf/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_be300247-2862-42c9-a305-36a1052ca7bf.jsonl,1221,1221.0,1221.0,1221.0,847.0,69.36936936936937,1.0,0.0,,False,1221.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,68.3046683046683,46.52890626541819,
Qwen3-4B,GPQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen3_4B_Thinking_2507/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_7439075c-3a41-426f-9626-f83d8eded888_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_7439075c-3a41-426f-9626-f83d8eded888_processed.jsonl,448,448.0,448.0,448.0,261.0,58.25892857142857,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen3-4B__GPQA.json,True,448.0,12.0,0.026785714285714284,250.0,12.0,0.048,12.0,54.6875,12.0,3.0,9.0,0.28285722249114775,5.0,5.0,0.0,59.82142857142857,49.025906833186944,
Qwen3-4B,GSM8K,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/Qwen3_4B_Thinking_2507/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_9f297c4b-51a9-4b62-a387-aed44015c1c5_processed/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_9f297c4b-51a9-4b62-a387-aed44015c1c5_processed.jsonl,1319,1319.0,1319.0,1319.0,981.0,74.37452615617892,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen3-4B__GSM8K.json,True,1319.0,18.0,0.013646702047005308,250.0,18.0,0.072,18.0,83.68055555555556,18.0,2.0,16.0,0.30207382842727903,5.0,5.0,0.0,74.90523123578468,43.355846861664396,
Qwen3-4B,MATH500,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Qwen3_4B_Thinking_2507/math500__test_math500_-1_seed42_t0.7_s0_e-1_98bb5118-8bf5-465f-aa8e-cfc6664c32d1_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_98bb5118-8bf5-465f-aa8e-cfc6664c32d1_processed.jsonl,500,500.0,500.0,500.0,230.0,46.0,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen3-4B__MATH500.json,True,500.0,11.0,0.022,250.0,11.0,0.044,11.0,78.4090909090909,11.0,3.0,8.0,0.4213526962141365,3.0,3.0,0.0,43.2,49.535441857320706,
Qwen3-4B,SVAMP,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Qwen3_4B_Thinking_2507/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_dfc02f7d-afce-4f33-9a2e-e6939267b7bc_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_dfc02f7d-afce-4f33-9a2e-e6939267b7bc_processed.jsonl,1000,1000.0,1000.0,1000.0,760.0,76.0,1.0,0.0,/Users/manaspathak11/Desktop/Everything/research paper/threshold/reasoning_confidence_bins_results/judging_checkpoints/judged_Qwen3-4B__SVAMP.json,True,1000.0,21.0,0.021,250.0,21.0,0.084,21.0,88.69047619047619,21.0,4.0,17.0,0.2901308835045185,7.0,7.0,0.0,74.9,43.35885146080325,
DS-R1-1.5B,CSQA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,jsonl_missing
DS-R1-7B,CSQA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,jsonl_missing
Gemma-7B,CSQA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,jsonl_missing
LLaMA-3.1-8B,CSQA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,jsonl_missing
Phi-4,CSQA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,jsonl_missing
Phi-4-Reas.,CSQA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,jsonl_missing
Qwen2.5-7B,CSQA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,jsonl_missing
Qwen2.5-Math,CSQA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,jsonl_missing
Qwen3-4B,CSQA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,jsonl_missing
