benchmark,model_a,model_b,pass1_gap_pp,frs_gap_pp,pair_key,random_gap_pp
SVAMP,Qwen2.5-Math,Phi-4-Reas.,3.799999999999997,0.29999999999999716,SVAMP|Phi-4-Reas.|Qwen2.5-Math,5.375
SVAMP,Qwen2.5-Math,Qwen2.5-7B,2.799999999999997,9.599999999999994,SVAMP|Qwen2.5-7B|Qwen2.5-Math,6.5
SVAMP,Qwen2.5-Math,LLaMA-3.1-8B,5.599999999999994,5.5,SVAMP|LLaMA-3.1-8B|Qwen2.5-Math,5.5
SVAMP,Qwen2.5-Math,Gemma-7B,53.0,43.4,SVAMP|Gemma-7B|Qwen2.5-Math,32.25
SVAMP,Phi-4-Reas.,Qwen2.5-7B,1.0,9.899999999999991,SVAMP|Phi-4-Reas.|Qwen2.5-7B,11.875
SVAMP,Phi-4-Reas.,LLaMA-3.1-8B,9.399999999999991,5.200000000000003,SVAMP|LLaMA-3.1-8B|Phi-4-Reas.,10.875
SVAMP,Phi-4-Reas.,Gemma-7B,56.8,43.699999999999996,SVAMP|Gemma-7B|Phi-4-Reas.,37.625
SVAMP,Qwen2.5-7B,LLaMA-3.1-8B,8.399999999999991,15.099999999999994,SVAMP|LLaMA-3.1-8B|Qwen2.5-7B,1.0
SVAMP,Qwen2.5-7B,Gemma-7B,55.8,33.800000000000004,SVAMP|Gemma-7B|Qwen2.5-7B,25.75
SVAMP,LLaMA-3.1-8B,Gemma-7B,47.400000000000006,48.9,SVAMP|Gemma-7B|LLaMA-3.1-8B,26.75
